"FocalAOU","ENV","COMP","SHARED","NONE","n.x","CommonName","migclass","Trophic.Group","Long","Lat","EW","COMPSC","Family","ALPHA.CODE","FocalMass","all_overlap","Focal.x","FocalArea","prop_overlap","Mean.Temp","Mean.Precip","Mean.Elev","Mean.NDVI","Focal.y","n.y"
5620,0.0644590252216688,0.163950687141675,-0.0611226582080483,0.832712945844704,327,"Brewer's Sparrow","neotrop","insct/om",NA,NA,0,0.717792100192613,"Emberizidae","BRSP",NA,NA,NA,NA,NA,54.6616846598937,30.8528884821201,1832.43261551701,0.489847205405182,"Brewer's Sparrow",118
5630,0.111598061121587,0.262641400073103,-0.0456653678586073,0.671425906663917,1422,"Field Sparrow","short","insct/om",-89.72397299,39.32832843,1,0.701800390676785,"Emberizidae","FISP",13,19103605.1823221,"Spizella pusilla",4039050.36773231,4.72972690188255,119.945916467216,88.9440157258944,293.064819940696,0.807601535451683,"Field Sparrow",497
5730,0.373136147162515,0.179978073335304,-0.0945554093738931,0.541441188876074,210,"Black-throated Sparrow","short","insct/om",-108.2829355,32.23135203,0,0.325390428713474,"Emberizidae","BTSP",14,1145846.81984181,"Amphispiza bilineata",2452623.02669974,0.467192392539698,148.324505564049,24.9780818220868,1318.20114057863,0.257161273160898,"Black-throated Sparrow",74
5780,0.101580211178318,0.359922505263238,0.10691905981194,0.431578223746504,204,"Cassin's Sparrow","short","insct/om",-103.3247241,31.83414909,0,0.779892495624818,"Emberizidae","CASP",19,8756336.6370522,"Peucaea cassinii",2032485.03261208,4.3081924326886,138.826259898802,33.7629383246639,1253.46687723099,0.377328052214546,"Cassin's Sparrow",71
5810,0.060370049318534,0.261059335597625,0.117894076534084,0.560676538549757,1893,"Song Sparrow","short","insct/om",-102.078522,48.37799185,0,0.812182544124643,"Emberizidae","SOSP",21.33,94057916.3949906,"Melospiza melodia",10467092.5338424,8.98605950896878,78.8298139185958,80.2135018010977,393.860155095548,0.833479780812864,"Song Sparrow",656
5840,0.0746778341875793,0.109360934383543,-0.0729285480880009,0.888889779516879,624,"Swamp Sparrow","short","insct/om",-90.10416394,51.74931367,1,0.594227701220899,"Emberizidae","SWSP",17,9041901.16568834,"Melospiza georgiana",6095604.66530068,1.48334770087035,53.9193745417517,71.8370358707925,324.357505574527,0.866207747828825,"Swamp Sparrow",217
5850,0.126238160635323,0.120283420223674,-0.0585221925030032,0.812000611644006,249,"Fox Sparrow","short","insct/om",-115.0350793,58.19774317,0,0.487922476419914,"Emberizidae","FOSP",32,10823249.9801125,"Passerella iliaca",7594105.57569288,1.42521721251222,14.9492479211542,76.3655053909868,865.790012826804,0.714213109260609,"Fox Sparrow",87
5870,0.230159477800767,0.360385540203245,-0.1971476991363,0.606602681132288,1428,"Eastern Towhee","short","insct/om",-99.01360879,40.8156397,0,0.610259216852451,"Emberizidae","EATO",42,26870241.3587698,"Pipilo erythrophthalmus",6827908.14258934,3.93535484040355,137.00560480138,101.348838495821,248.054099275259,0.811908091395936,"Eastern Towhee",508
5880,0.0727563273001061,0.149228809737328,-0.0724632827913882,0.850478145753954,513,"Spotted Towhee","short","insct/om",-111.1116447,41.08915792,0,0.672246852779892,"Emberizidae","SPTO",42,1558429.8253636,"Pipilo maculatus",3662633.88628235,0.425494295567019,89.301670275033,62.4200363067896,1196.22355052531,0.635720902095893,"Spotted Towhee",180
5900,0.0366411449591803,0.241512259361687,0.00399926174496737,0.717847333934165,264,"Green-tailed Towhee","neotrop","insct/om",-112.3244769,39.77282899,0,0.868270010756681,"Emberizidae","GTTO",29,1558429.8253636,"Pipilo chlorurus",1742818.0859202,0.894201086133873,50.6018762126056,40.767721771214,2190.44637153677,0.599344690474159,"Green-tailed Towhee",92
5930,0.258981715766551,0.363762643953776,-0.171645094935685,0.548900735215359,1677,"Northern Cardinal","resid","insct/om",-93.23584073,34.80336765,1,0.584128363871719,"Cardinalidae","NOCA",47.25,9471964.26801572,"Cardinalis cardinalis",5851611.19601087,1.61869337362552,142.495691530225,94.3848484076982,200.341650903867,0.775995534040518,"Northern Cardinal",593
5950,0.236152205821089,0.263665136341087,-0.210142491930207,0.710325149768031,1053,"Rose-breasted Grosbeak","neotrop","insectivore",-93.61998242,47.34020211,1,0.527522985097895,"Cardinalidae","RBGR",46,4155688.22286713,"Pheucticus ludovicianus",4030482.15045463,1.03106478771985,66.2684655680256,73.0347845684264,339.229929680527,0.86734352270037,"Rose-breasted Grosbeak",367
5960,0.0950567636020503,0.208886809307261,-0.0504741142335667,0.746530541324255,555,"Black-headed Grosbeak","neotrop","insectivore",-109.1310033,38.46371499,0,0.687255227369415,"Cardinalidae","BHGR",42.5,5103949.95599542,"Pheucticus melanocephalus",4564228.22041887,1.1182503830904,92.4676431628005,76.6346842141861,1132.89114247472,0.696165649703459,"Black-headed Grosbeak",195
5970,0.302917387712826,0.265890662269255,-0.265724064359768,0.696916014377688,1128,"Blue Grosbeak","neotrop","insectivore",-98.39442108,33.77068122,1,0.467452354581886,"Cardinalidae","BLGR",28.5,15204187.5353129,"Passerina caerulea",5299068.78344072,2.86921875459045,149.169982792116,90.7804496208129,297.849005126477,0.719192339707102,"Blue Grosbeak",396
5980,0.285774684817595,0.29102524107473,-0.0352678386592017,0.458467912766876,1698,"Indigo Bunting","neotrop","insct/om",-92.60470444,39.21087168,1,0.504551453650945,"Cardinalidae","INBU",15,8258842.4842814,"Passerina cyanea",5874094.70914915,1.40597707275947,124.139269970742,94.5117608787203,238.164750641473,0.818286254809953,"Indigo Bunting",597
5990,0.13549499116821,0.0983565034817636,-0.0981931409165752,0.864341646266602,420,"Lazuli Bunting","neotrop","insct/om",NA,NA,0,0.42059386290852,"Cardinalidae","LAZB",NA,NA,NA,NA,NA,71.847981239253,56.7465019338073,1356.97905817352,0.706553723459105,"Lazuli Bunting",151
6010,0.0855394432325906,0.370848375631009,-0.00590712354490819,0.549519304681309,240,"Painted Bunting","neotrop","insct/om",-97.22078346,32.27761552,1,0.812572904672209,"Cardinalidae","PABU",16,3603682.81054195,"Passerina ciris",1410969.55593354,2.55404717655842,182.310152991827,72.7219026152043,307.957142238427,0.612568167087075,"Painted Bunting",85
6040,0.343352728729878,0.421173292023972,-0.289151360049278,0.524625339295428,882,"Dickcissel","neotrop","insct/om",-94.42699395,39.75786149,1,0.550894646605592,"Cardinalidae","DICK",29,11759365.0555903,"Spiza americana",3461994.41005588,3.3967024965244,127.503450594274,74.7840843469518,332.593846594723,0.732242502010476,"Dickcissel",302
6050,0.126295194789689,0.447041109628787,0.179955992537498,0.246707703044026,210,"Lark Bunting","neotrop","insct/om",-103.345485,43.2058067,0,0.779718825030995,"Emberizidae","LARB",38,2236577.02888315,"Calamospiza melanocorys",1660954.01252565,1.34656168203129,82.8797508121033,32.0650130830268,1314.65887371078,0.502544589319015,"Lark Bunting",80
6070,0.137321525225895,0.0436923812274044,-0.0163256709390471,0.835311764485747,528,"Western Tanager","neotrop","insectivore",-114.8554686,47.7669958,0,0.24137582621961,"Thraupidae","WETA",28,279059.526282798,"Piranga ludoviciana",4022487.86198668,0.0693748585098209,69.0083940817039,73.2859468542661,1419.12294882984,0.726569619792031,"Western Tanager",185
6080,0.120697215939733,0.131836287360311,-0.0948297437122791,0.842296240412235,1194,"Scarlet Tanager","neotrop","insectivore",-85.07489311,41.70992541,1,0.522054640819962,"Thraupidae","SCTA",29,1111204.62980099,"Piranga olivacea",2607433.07710493,0.426168034592388,97.0475630015738,90.10906705218,348.559774331961,0.860323117832205,"Scarlet Tanager",424
6100,0.299965085567775,0.249527363282607,-0.218349828029218,0.668857379178836,798,"Summer Tanager","neotrop","insectivore",-94.240753,33.76118106,1,0.454105172518119,"Thraupidae","SUTA",28,543756.496192416,"Piranga rubra",3269552.41740284,0.166309153906866,158.118814069776,101.420924631134,192.796811995283,0.775470228963338,"Summer Tanager",287
6120,0.0133318654478823,0.364717074157018,0.00133620074297014,0.62061485965213,1770,"Cliff Swallow","neotrop","insectivore",-95.49298245,50.20935302,1,0.964735080432138,"Hirundinidae","CLSW",22,41805898.6634707,"Petrochelidon pyrrhonota",12213969.6120951,3.42279373464886,106.596028241401,52.7655024918922,748.905586901359,0.648867598099173,"Cliff Swallow",605
6130,0.186409066773018,0.175282285733551,-0.0535172163525673,0.691825863845998,2466,"Barn Swallow","neotrop","insectivore",-96.14967314,55.229607,1,0.484618403284516,"Hirundinidae","BARS",17.5,65652766.8999123,"Hirundo rustica",52168253.9103607,1.25848120224077,107.042914597642,80.7665575589342,384.545663607754,0.781836323103472,"Barn Swallow",860
6140,0.173467488828681,0.272798344590132,-0.152962984447806,0.706697151028993,1977,"Tree Swallow","short","insectivore",-102.2405316,52.57733147,0,0.611291127757287,"Hirundinidae","TRES",20,36392904.3225052,"Tachycineta bicolor",12033933.1520744,3.02419033433237,64.3981396909941,69.7022002432996,633.756056209021,0.812677148453261,"Tree Swallow",679
6150,0.133195480224024,0.227130015060309,-0.107057518445119,0.746732023160786,579,"Violet-green Swallow","neotrop","insectivore",-115.1519154,44.11768261,0,0.630346778212517,"Hirundinidae","VGSW",14,8750231.69397148,"Tachycineta thalassina",6110195.55754842,1.43207064513043,63.7878566669528,67.34765651498,1510.70624550703,0.680510624880231,"Violet-green Swallow",205
6160,0.0652029043867475,0.150853240730778,-0.0568688248412502,0.840812679723725,843,"Bank Swallow","neotrop","insectivore",-93.42022529,39.7608268,1,0.698213145702105,"Hirundinidae","BANS",15,17414583.1827147,"Riparia riparia",36808138.5529615,0.473117736113107,60.2362736311777,52.2049881863182,653.378063517782,0.759084350880514,"Bank Swallow",288
6170,0.0753235515599856,0.0529799370016749,-0.0529101049157724,0.924606616354112,1986,"Northern Rough-winged Swallow","neotrop","insectivore",-100.0498416,41.14835092,0,0.41292670679187,"Hirundinidae","NRWS",16,31400115.6145301,"Stelgidopteryx serripennis",10005664.6583418,3.13823385919211,107.56356785372,76.0933201495351,576.770740601959,0.752246552296138,"Northern Rough-winged Swallow",686
6190,0.241631334305736,0.202825332216274,-0.202825332216274,0.758368665694264,1695,"Cedar Waxwing","short","insct/om",-97.51646638,48.65486863,1,0.456344448162823,"Bombycillidae","CEDW",32.5,1465818.76558165,"Bombycilla cedrorum",7642253.85403144,0.191804511284116,76.58012391759,82.9585550883002,365.355278288847,0.84400282822822,"Cedar Waxwing",591
6220,0.0825351946918896,0.0332280785323109,-0.0332280785323109,0.91746480530811,906,"Loggerhead Shrike","short","insectivore",NA,NA,0,0.287034718411577,"Laniidae","LOSH",NA,NA,NA,NA,NA,147.359159660923,58.5450685001964,757.67958898807,0.523535280775783,"Loggerhead Shrike",316
6240,0.0755135613334058,0.40015203583002,0.00352445939788715,0.520809943438687,1869,"Red-eyed Vireo","neotrop","insectivore",-94.68245625,45.4945474,1,0.841246535835844,"Vireonidae","REVI",15.5,19254741.5216857,"Vireo olivaceus",12016843.3378712,1.60231276886204,82.7572103797264,84.6804689152864,345.259006220331,0.858991055830577,"Red-eyed Vireo",657
6270,0.116973301382495,0.238853202320869,-0.0685162652197096,0.712689761516346,1686,"Warbling Vireo","neotrop","insectivore",-101.4429632,43.7429804,0,0.671263101075769,"Vireonidae","WAVI",15,18801113.9593195,"Vireo gilvus",8830552.48599025,2.12909826300763,65.5020802476943,67.8520408984859,1079.34050822099,0.759154875993966,"Warbling Vireo",579
6280,0.0292673528071698,0.0158372711946988,0.00606310067643014,0.948832275321701,1209,"Yellow-throated Vireo","neotrop","insectivore",-86.53152059,38.76950109,1,0.351123006679819,"Vireonidae","YTVI",18,9478665.49461898,"Vireo flavifrons",3168270.54089186,2.99174750775884,126.0864811029,95.1023424356717,229.073019531375,0.830434941704137,"Yellow-throated Vireo",431
6290,0.0353007555111148,0.179447909181676,-0.0328857570811608,0.81813709238837,612,"Blue-headed Vireo","neotrop","insectivore",-89.80650978,51.39366762,1,0.835618277014135,"Vireonidae","BHVI",17,7381999.37388797,"Vireo solitarius",3376033.95659494,2.18658919572404,67.6352775022252,89.7770577812131,459.746605635466,0.8826647110602,"Blue-headed Vireo",222
6291,0.223862105852938,0.205710733764328,-0.0950923938516856,0.66551955423442,207,"Plumbeous Vireo","neotrop","insectivore",-108.0346247,33.84114348,0,0.478872765670215,"Vireonidae","PLVI",17,1179854.89611946,"Vireo plumbeus",1299919.83131205,0.907636661661354,74.7228215413752,77.0214264344635,1132.23123084253,0.792114544432102,"Plumbeous Vireo",72
6292,0.171600693002661,0.15489941328328,-0.10992799796648,0.78342789168054,180,"Cassin's Vireo","neotrop","insectivore",-119.5863361,44.9436366,0,0.474423775983774,"Vireonidae","CAVI",17,854947.496699974,"Vireo cassinii",1036899.59231062,0.82452293649264,81.9093549190992,34.0184590283234,2107.25799267611,0.458019792828559,"Cassin's Vireo",63
6310,0.152075685435841,0.398372108187149,-0.115220858368093,0.564773064745104,912,"White-eyed Vireo","neotrop","insectivore",-89.1632195,34.74751548,1,0.723723689698355,"Vireonidae","WEVI",11,8572405.17300726,"Vireo griseus",3040750.73847177,2.81917391798961,168.084259562442,105.614640906153,128.071149258308,0.775093015643267,"White-eyed Vireo",328
6330,0.257615078347718,0.220731625499996,-0.169059943324049,0.690713239476335,348,"Bell's Vireo","neotrop","insectivore",-100.2379633,34.69690596,0,0.461446945749767,"Vireonidae","BEVI",9,2550827.92581803,"Vireo bellii",2636542.06466996,0.967489940706611,167.358493820686,53.8002979439063,633.1414436857,0.530858352486313,"Bell's Vireo",119
6360,0.0548817960696073,0.0343946028151077,-0.0253673395191888,0.936090940634474,993,"Black-and-white Warbler","neotrop","insectivore",-80.29939736,48.06841713,1,0.385259746638329,"Parulidae","BAWW",11,4065583.67495745,"Mniotilta varia",5404732.40195432,0.752226636324744,75.9838226970975,84.3593088471022,322.246494793412,0.864586905261397,"Black-and-white Warbler",358
6370,0.294567458451096,0.295118700381195,-0.294559861224805,0.704873702392514,405,"Prothonotary Warbler","neotrop","insectivore",-88.34150783,36.30448666,1,0.500467402805579,"Parulidae","PROW",15.75,3927861.30172167,"Protonotaria citrea",2227814.66884559,1.76310056516371,164.140830668722,108.714995936924,49.3888939356035,0.755104089732839,"Prothonotary Warbler",143
6380,0.257651973528447,0.108840098723073,-0.0967057750598893,0.730213702808369,168,"Swainson's Warbler","neotrop","insectivore",-87.81893706,33.48181407,1,0.296978043902617,"Parulidae","SWWA",19,2288213.35954285,"Limnothlypis swainsonii",1142684.10592155,2.00248988122352,171.437234419608,114.851583317895,110.416564333708,0.791461248177336,"Swainson's Warbler",64
6390,0.0357217542182867,0.157142459360904,-0.0344451293747359,0.841580915795545,453,"Worm-eating Warbler","neotrop","insectivore",-85.99506794,36.42833232,1,0.814782879854384,"Parulidae","WEWA",13,9472671.71018379,"Helmitheros vermivorum",1754212.46454789,5.39995690466443,126.460875510105,97.6626369689009,271.219262328816,0.823546924823548,"Worm-eating Warbler",172
6410,0.0775719669880997,0.0311282282664843,-0.0238132371677031,0.915113041913119,498,"Blue-winged Warbler","neotrop","insectivore",-85.94866945,39.98619955,1,0.286367730927987,"Parulidae","BWWA",8,8070508.23844103,"Vermivora cyanoptera",1784803.48893932,4.52179093578375,98.0201605519243,88.7702325741246,300.522034808698,0.861243025132821,"Blue-winged Warbler",176
6450,0.165023729424759,0.491497563468801,-0.162073236226892,0.505551943333333,468,"Nashville Warbler","neotrop","insectivore",-88.40761316,48.77880553,1,0.748639181682241,"Parulidae","NAWA",9,25016297.1181112,"Vermivora ruficapilla",2791025.83495612,8.96311915310684,48.1020431980324,72.2048720714119,595.257472320226,0.854399811682475,"Nashville Warbler",163
6460,0.191654817952854,0.285322741212989,-0.161535121787153,0.68455756262131,444,"Orange-crowned Warbler","neotrop","insectivore",-112.6035395,55.35478545,0,0.59818902531174,"Parulidae","OCWA",9,44373190.1689841,"Vermivora celata",7846143.64808195,5.65541394081301,36.0533164205254,78.9842787495824,635.662137999264,0.7436038963663,"Orange-crowned Warbler",154
6480,0.0725579172919696,0.136522561194083,-0.0570871340009926,0.84800665551494,1134,"Northern Parula","neotrop","insectivore",-84.78002859,39.60775671,1,0.652966561883921,"Parulidae","NOPA",9,42881641.6884971,"Parula americana",3366089.02404895,12.7393070658946,130.904065980482,100.661036077335,199.069762335099,0.808799435144098,"Northern Parula",408
6520,0.183666776282346,0.253624202396659,-0.168785874266025,0.73149489558702,1962,"Yellow Warbler","neotrop","insectivore",-90.18842108,41.64905928,1,0.579989560184439,"Parulidae","YWAR",11.5,127200285.786098,"Dendroica petechia",15523411.5295267,8.19409351766225,56.7118214958308,64.4832107474332,731.993281283117,0.793329658825643,"Yellow Warbler",675
6540,0.115308309599019,0.227883891065639,-0.0901294060188135,0.746937205354156,336,"Black-throated Blue Warbler","neotrop","insectivore",-76.92698085,44.86052814,1,0.664012441495751,"Parulidae","BTBW",10.75,3146800.80759249,"Dendroica caerulescens",1147825.66562742,2.74153201294066,69.6062992299385,94.8342911117406,465.513107287002,0.892749190896502,"Black-throated Blue Warbler",123
6570,0.0320494667258207,0.345538924861334,-0.0304383280417122,0.652849936454558,402,"Magnolia Warbler","neotrop","insectivore",-91.75153772,52.64156432,1,0.915120624892349,"Parulidae","MAWA",9.5,6455032.37324634,"Dendroica magnolia",3723833.14858863,1.73343759391928,43.9728374998788,83.6315791531999,411.290368411304,0.867124976044086,"Magnolia Warbler",140
6590,0.0914816176184319,0.42515855451356,0.0332892778084722,0.450070550059536,651,"Chestnut-sided Warbler","neotrop","insct/om",-82.8254295,47.56134375,1,0.822929724490994,"Parulidae","CSWA",9.75,42893642.1851057,"Dendroica pensylvanica",2441176.29908873,17.5708908042068,54.9740388538162,79.2691140779334,375.04178213441,0.891043856461915,"Chestnut-sided Warbler",232
6620,0.125735060728183,0.353274834241078,-0.0991101681997177,0.620100273230456,399,"Blackburnian Warbler","neotrop","insct/om",-81.5495005,47.15935102,1,0.73751051481671,"Parulidae","BLBW",10,19041237.0849357,"Dendroica fusca",2046866.85865663,9.30262611092966,55.7380276171299,83.9391056403799,431.16260887373,0.890862773084918,"Blackburnian Warbler",146
6630,0.117210741960796,0.154190800265393,-0.114145441376934,0.842743899150744,531,"Yellow-throated Warbler","neotrop","insectivore",-87.15521213,35.33599476,1,0.568127944302132,"Parulidae","YTWA",9,4028063.61365128,"Dendroica dominica",1928938.51856388,2.08822809793348,142.799647699683,104.803726834731,230.652987942011,0.8138374391577,"Yellow-throated Warbler",194
6650,0.0879976456676403,0.122158578226519,-0.0504947065660242,0.840338482671865,231,"Black-throated Gray Warbler","neotrop","insectivore",-114.6805499,39.84374424,0,0.581275091277058,"Parulidae","BTYW",8.5,2565199.1673725,"Dendroica nigrescens",1798857.25760877,1.42601596459212,89.1811971492815,104.001985459075,1052.43737890009,0.717650140059881,"Black-throated Gray Warbler",81
6670,0.0311419282133756,0.449354534164082,-0.0289166596047644,0.548420197227307,573,"Black-throated Green Warbler","neotrop","insectivore",-83.09036331,49.41248287,1,0.935188017703007,"Parulidae","BTNW",9,52508225.2669284,"Dendroica virens",3323344.54537512,15.7998138772583,63.9516755891576,85.6552564016715,394.111770839163,0.872460837264712,"Black-throated Green Warbler",212
6710,0.0191396246291232,0.352728125939458,0.00730133057383697,0.620830918857582,915,"Pine Warbler","short","insct/om",-83.61550402,38.05201207,1,0.948531098489022,"Parulidae","PIWA",12,28686311.6369591,"Dendroica pinus",2077585.70678404,13.807522617858,144.971180595602,101.649030495454,154.292950504917,0.798326915763376,"Pine Warbler",331
6730,0.0805464334921591,0.221841514725191,-0.0321152638363099,0.729727315618959,690,"Prairie Warbler","neotrop","insectivore",-84.45022544,35.61712422,1,0.73363213062227,"Parulidae","PRAW",8.25,18013334.6966956,"Dendroica discolor",1647483.80263172,10.9338463103071,145.860512905394,105.102752593252,168.92196839793,0.807980296617708,"Prairie Warbler",249
6740,0.0172830709395034,0.363624934739771,-0.00260665037300545,0.621698644693731,1146,"Ovenbird","neotrop","insectivore",-66.12478357,48.79722903,1,0.954626653465362,"Parulidae","OVEN",19,58205187.7248463,"Seiurus aurocapilla",5560914.94524943,10.4668365364174,70.4584200082365,81.3163354994209,343.081889103279,0.870299102724994,"Ovenbird",414
6760,0.112593722714495,0.0541981026776458,-0.0471983388242345,0.880406513432094,681,"Louisiana Waterthrush","neotrop","insectivore",-86.1896586,37.78669429,1,0.324944598155346,"Parulidae","LOWA",21,4842257.02021848,"Parkesia motacilla",2411617.91812905,2.00788731242101,120.204636990656,97.1932173516882,312.646068979732,0.839315393737067,"Louisiana Waterthrush",249
6770,0.132603434219828,0.121847300543334,-0.0547327287481336,0.800281993984972,672,"Kentucky Warbler","neotrop","insectivore",-86.67459012,36.26318092,1,0.478864015294541,"Parulidae","KEWA",14,4174038.35075525,"Oporornis formosus",1970059.23328642,2.11873748780243,143.856308289606,104.718796081396,213.008433586947,0.821272994887229,"Kentucky Warbler",238
6790,0.129660321898573,0.448344505042639,-0.0368472795512337,0.458842452610021,426,"Mourning Warbler","neotrop","insectivore",-87.24267614,50.47174987,1,0.775676056920264,"Parulidae","MOWA",12.75,24720811.6092331,"Oporornis philadelphia",2728129.13802747,9.0614521375286,40.0184187684888,66.6074433704884,366.160699702922,0.866613333684664,"Mourning Warbler",145
6800,0.174179867702018,0.205328707538975,-0.0648177357086399,0.685309160467647,342,"MacGillivray's Warbler","neotrop","insectivore",-117.1346291,46.97589439,0,0.541038387363417,"Parulidae","MGWA",10,10693414.7536858,"Oporornis tolmiei",2852799.2724867,3.74839367663068,53.9934150861517,69.5740364881676,1496.79376983248,0.770214874810148,"MacGillivray's Warbler",119
6810,0.308822777699034,0.158518388841523,-0.106939894823558,0.639598728283001,2256,"Common Yellowthroat","neotrop","insectivore",-82.67955431,36.50908497,1,0.339192008302925,"Parulidae","COYE",10.58,119052062.565931,"Geothlypis trichas",12866759.2375821,9.25268440697915,87.6215188020611,81.4056263202548,319.943144348147,0.836001843302335,"Common Yellowthroat",789
6830,0.283106144324659,0.240938484929583,-0.214887995028401,0.690843365774159,1182,"Yellow-breasted Chat","neotrop","insct/om",NA,NA,0,0.459767110431907,"Parulidae","YBCH",NA,NA,NA,NA,NA,151.397913365098,99.8771821648733,268.914140213365,0.774261986433833,"Yellow-breasted Chat",420
6840,0.0703787898306414,0.282643300666248,-0.0251202636400593,0.67209817314317,678,"Hooded Warbler","neotrop","insectivore",-85.50920954,36.00377252,1,0.800639133569287,"Parulidae","HOWA",10.75,3451532.35903666,"Wilsonia citrina",2009439.59827428,1.7176591732346,141.666439142293,106.338713666774,263.886426525025,0.826770127458586,"Hooded Warbler",249
6850,0.0386469942212569,0.324089294431827,-0.0316017182816719,0.668865429628588,447,"Wilson's Warbler","neotrop","insectivore",-106.6034473,58.61291086,0,0.893457050121009,"Parulidae","WIWA",7.5,65383336.9909842,"Wilsonia pusilla",7993254.4402918,8.17981430209513,41.3853031766991,101.20074062665,700.297454358991,0.746626072791361,"Wilson's Warbler",155
6860,0.101775131571509,0.0857932894242122,-0.0851751234112448,0.897606702415524,321,"Canada Warbler","neotrop","insectivore",-85.58542587,50.11411084,1,0.45739730050918,"Parulidae","CAWA",11,5804147.31242623,"Wilsonia canadensis",2778071.50937011,2.08927210579336,59.443630220856,84.4241504481112,470.371469280248,0.87638234838666,"Canada Warbler",116
6870,0.156085450494863,0.205240492383075,-0.13820405472201,0.776878111844072,1140,"American Redstart","neotrop","insectivore",-77.54148303,48.3978366,1,0.56802036064266,"Parulidae","AMRE",9,11105586.3828311,"Setophaga ruticilla",7468329.47625173,1.48702416225012,62.0070858366964,80.7084820821288,394.304252445543,0.863405343603263,"American Redstart",403
6882,0.173859795863008,0.148390521159465,-0.139060012124018,0.816809695101545,2229,"House Sparrow","resid","insct/om",-77.44637353,36.30553771,1,0.460482157257634,"Passeridae","HOSP",27.75,25039127.035697,"Passer domesticus",65269402.7248388,0.383627335173517,103.7183009253,72.2150233791978,408.317952751918,0.761282675056274,"House Sparrow",762
7020,0.0861862366252025,0.186306961044267,-0.0446433897278251,0.772150192058356,219,"Sage Thrasher","short","insectivore",-111.9406454,42.60987779,0,0.683712337180081,"Mimidae","SATH",43.5,2193869.49463289,"Oreoscoptes montanus",1997217.99378416,1.09846271236328,58.5536585396392,28.2800556210954,1810.50256734777,0.436172656964709,"Sage Thrasher",79
7030,0.120765108038781,0.520825072619079,-0.0796545810596153,0.438064400401755,1614,"Northern Mockingbird","resid","insectivore",-98.76015229,37.95755311,0,0.811772200261928,"Mimidae","NOMO",49,22327904.65755,"Mimus polyglottos",10150915.5226004,2.19959516044029,155.993445061417,84.0988959602292,409.003135300632,0.666392343534071,"Northern Mockingbird",561
7040,0.273421103591026,0.392810852736311,-0.193988775505216,0.527756819177879,1899,"Gray Catbird","neotrop","insct/om",-94.4585613,42.82362332,1,0.589600737409409,"Mimidae","GRCA",37,12566011.7265912,"Dumetella carolinensis",6834017.9292553,1.83874433117861,91.4674732773148,84.6327327756446,317.964207215018,0.839868594697672,"Gray Catbird",661
7050,0.310131323828855,0.193807502973257,-0.154735089949911,0.6507962631478,1788,"Brown Thrasher","short","omnivore",-92.10086808,41.5463572,1,0.384585375576472,"Mimidae","BRTH",69,10875904.9771455,"Toxostoma rufum",5693489.6508236,1.91023531158473,121.103002734065,87.9491990077936,262.067528685634,0.79907346821419,"Brown Thrasher",625
7150,0.0813360152627626,0.108877520975546,0.00692992823706122,0.80285653552463,474,"Rock Wren","short","insectivore",-107.972073,36.49118615,0,0.572396282245334,"Troglodytidae","ROWR",17,6021603.72017427,"Salpinctes obsoletus",5440177.15518731,1.10687640280842,74.5534941754249,29.6780149447629,1767.95059037534,0.439819545924715,"Rock Wren",171
7180,0.0168932928825875,0.496866246370719,0.0964522691354309,0.389788191611263,1278,"Carolina Wren","resid","insectivore",-88.51392018,34.34245151,1,0.967118288631409,"Troglodytidae","CARW",19,3817763.72680646,"Thryothorus ludovicianus",3214612.3169162,1.18762804046893,155.267665415401,102.846030821821,153.040071577046,0.777381988030512,"Carolina Wren",457
7190,0.098923979834241,0.1924841058803,-0.0225167511036231,0.731108665389082,414,"Bewick's Wren","short","insectivore",-105.5389866,33.29145929,0,0.660531108491116,"Troglodytidae","BEWR",10,4222570.13456567,"Thryomanes bewickii",3287758.30180126,1.28433106906072,146.396706189836,54.7369651706663,908.952756393877,0.515218908376912,"Bewick's Wren",144
7210,0.0724649658551142,0.40571588030698,-0.0201852756033125,0.542004429441218,1884,"House Wren","neotrop","insectivore",-99.58754407,39.95958024,0,0.848456987692581,"Troglodytidae","HOWR",10.5,22672679.5276728,"Troglodytes aedon",25719848.0149151,0.881524630881364,77.4729381854818,67.732204319778,575.152799527145,0.797679004288894,"House Wren",654
7221,0.0735029478994336,0.433750666382018,-0.012109899945902,0.50485628566445,168,"Pacific Wren","short","insectivore",-122.9843288,51.08346344,0,0.855096255935891,"Troglodytidae","PAWR",10,1390140.54489566,"Troglodytes pacificus",1829733.00143087,0.759750490267462,76.4493311148136,149.492691321628,492.889471453826,0.803934721732311,"Pacific Wren",59
7221,0.0735029478994336,0.433750666382018,-0.012109899945902,0.50485628566445,168,"Pacific Wren","short","insectivore",-122.9843288,51.08346344,0,0.855096255935891,"Troglodytidae","PAWR",10,1390140.54489566,"Troglodytes pacificus",1829733.00143087,0.759750490267462,76.4493311148136,149.492691321628,492.889471453826,0.803934721732311,"Pacific Wren",59
7222,0.0740243604135493,0.603612066742335,-0.0739748789558616,0.396338451799977,411,"Winter Wren","short","insectivore",-85.0659619,50.46738033,1,0.890760948722551,"Troglodytidae","WIWR",10,3407460.38022589,"Troglodytes hiemalis",3367027.89710024,1.01200836000215,41.5478809284361,82.5553329478487,402.50715572085,0.878289888045315,"Winter Wren",147
