FocalAOU,Focal Common Name,Family,Competitor Common Name,CompAOU,Overlap
4641,Pacific-slope Flycatcher,Tyrannidae,Tropical Kingbird,4460,no
4641,Pacific-slope Flycatcher,Tyrannidae,Couch's Kingbird,4461,no
4641,Pacific-slope Flycatcher,Tyrannidae,Thick-billed Kingbird,4451,no
4641,Pacific-slope Flycatcher,Tyrannidae,Gray Kingbird,4450,no
4641,Pacific-slope Flycatcher,Tyrannidae,Loggerhead Kingbird,4452,no
4641,Pacific-slope Flycatcher,Tyrannidae,Scissor-tailed Flycatcher,4430,no
4641,Pacific-slope Flycatcher,Tyrannidae,Fork-tailed Flycatcher,4420,no
4641,Pacific-slope Flycatcher,Tyrannidae,Rose-throated Becard,4411,no
4641,Pacific-slope Flycatcher,Tyrannidae,Masked Tityra,15890,no
4670,Least Flycatcher,Tyrannidae,Caribbean Elaenia,15040,no
4670,Least Flycatcher,Tyrannidae,Greater Pewee,4600,no
4670,Least Flycatcher,Tyrannidae,Cuban Pewee,15480,no
4670,Least Flycatcher,Tyrannidae,Lesser Antillean Pewee,15490,no
4670,Least Flycatcher,Tyrannidae,Gray Flycatcher,4691,no
4670,Least Flycatcher,Tyrannidae,Buff-breasted Flycatcher,4700,no
4670,Least Flycatcher,Tyrannidae,Black Phoebe,4580,no
4670,Least Flycatcher,Tyrannidae,Vermilion Flycatcher,4710,no
4670,Least Flycatcher,Tyrannidae,Nutting's Flycatcher,4531,no
4670,Least Flycatcher,Tyrannidae,Brown-crested Flycatcher,4530,no
4670,Least Flycatcher,Tyrannidae,La Sagra's Flycatcher,4551,no
4670,Least Flycatcher,Tyrannidae,Puerto Rican Flycatcher,15680,no
4670,Least Flycatcher,Tyrannidae,Great Kiskadee,4490,no
4670,Least Flycatcher,Tyrannidae,Social Flycatcher,4500,no
4670,Least Flycatcher,Tyrannidae,Sulphur-bellied Flycatcher,4510,no
4670,Least Flycatcher,Tyrannidae,Variegated Flycatcher,4511,no
4670,Least Flycatcher,Tyrannidae,Tropical Kingbird,4460,no
4670,Least Flycatcher,Tyrannidae,Couch's Kingbird,4461,no
4670,Least Flycatcher,Tyrannidae,Thick-billed Kingbird,4451,no
4670,Least Flycatcher,Tyrannidae,Gray Kingbird,4450,no
4670,Least Flycatcher,Tyrannidae,Loggerhead Kingbird,4452,no
4670,Least Flycatcher,Tyrannidae,Fork-tailed Flycatcher,4420,no
4670,Least Flycatcher,Tyrannidae,Rose-throated Becard,4411,no
4670,Least Flycatcher,Tyrannidae,Masked Tityra,15890,no
4750,Black-billed Magpie,Corvidae,Green Jay,4830,no
4750,Black-billed Magpie,Corvidae,Brown Jay,4832,no
4750,Black-billed Magpie,Corvidae,San Blas Jay,4831,no
4750,Black-billed Magpie,Corvidae,Florida Scrub-Jay,4790,no
4750,Black-billed Magpie,Corvidae,Island Scrub-Jay,4811,no
4750,Black-billed Magpie,Corvidae,Northwestern Crow,4890,no
4750,Black-billed Magpie,Corvidae,White-necked Crow,16380,no
4750,Black-billed Magpie,Corvidae,Tamaulipas Crow,4891,no
4750,Black-billed Magpie,Corvidae,Sinaloa Crow,16351,no
4750,Black-billed Magpie,Corvidae,Fish Crow,4900,no
4750,Black-billed Magpie,Corvidae,Hawaiian Crow,4892,no
4750,Black-billed Magpie,Corvidae,Marianas Crow,93630,no
4750,Black-billed Magpie,Corvidae,Chihuahuan Raven,4870,no
4770,Blue Jay,Corvidae,Steller's Jay,4780,no
4770,Blue Jay,Corvidae,Green Jay,4830,no
4770,Blue Jay,Corvidae,Brown Jay,4832,no
4770,Blue Jay,Corvidae,San Blas Jay,4831,no
4770,Blue Jay,Corvidae,Island Scrub-Jay,4811,no
4770,Blue Jay,Corvidae,Mexican Jay,4820,no
4770,Blue Jay,Corvidae,Yellow-billed Magpie,4760,no
4770,Blue Jay,Corvidae,Eurasian Jackdaw,4903,no
4770,Blue Jay,Corvidae,Northwestern Crow,4890,no
4770,Blue Jay,Corvidae,White-necked Crow,16380,no
4770,Blue Jay,Corvidae,Tamaulipas Crow,4891,no
4770,Blue Jay,Corvidae,Sinaloa Crow,16351,no
4770,Blue Jay,Corvidae,Hawaiian Crow,4892,no
4770,Blue Jay,Corvidae,Marianas Crow,93630,no
4860,Common Raven,Corvidae,Green Jay,4830,no
4860,Common Raven,Corvidae,Brown Jay,4832,no
4860,Common Raven,Corvidae,San Blas Jay,4831,no
4860,Common Raven,Corvidae,Florida Scrub-Jay,4790,no
4860,Common Raven,Corvidae,Island Scrub-Jay,4811,no
4860,Common Raven,Corvidae,Eurasian Jackdaw,4903,no
4860,Common Raven,Corvidae,White-necked Crow,16380,no
4860,Common Raven,Corvidae,Tamaulipas Crow,4891,no
4860,Common Raven,Corvidae,Sinaloa Crow,16351,no
4860,Common Raven,Corvidae,Hawaiian Crow,4892,no
4860,Common Raven,Corvidae,Marianas Crow,93630,no
4880,American Crow,Corvidae,Green Jay,4830,no
4880,American Crow,Corvidae,Brown Jay,4832,no
4880,American Crow,Corvidae,San Blas Jay,4831,no
4880,American Crow,Corvidae,Island Scrub-Jay,4811,no
4880,American Crow,Corvidae,Eurasian Jackdaw,4903,no
4880,American Crow,Corvidae,Northwestern Crow,4890,no
4880,American Crow,Corvidae,White-necked Crow,16380,no
4880,American Crow,Corvidae,Tamaulipas Crow,4891,no
4880,American Crow,Corvidae,Sinaloa Crow,16351,no
4880,American Crow,Corvidae,Hawaiian Crow,4892,no
4880,American Crow,Corvidae,Marianas Crow,93630,no
4900,Fish Crow,Corvidae,Gray Jay,4840,no
4900,Fish Crow,Corvidae,Steller's Jay,4780,no
4900,Fish Crow,Corvidae,Green Jay,4830,no
4900,Fish Crow,Corvidae,Brown Jay,4832,no
4900,Fish Crow,Corvidae,San Blas Jay,4831,no
4900,Fish Crow,Corvidae,Island Scrub-Jay,4811,no
4900,Fish Crow,Corvidae,Western Scrub-Jay,4810,no
4900,Fish Crow,Corvidae,Mexican Jay,4820,no
4900,Fish Crow,Corvidae,Pinyon Jay,4920,no
4900,Fish Crow,Corvidae,Clark's Nutcracker,4910,no
4900,Fish Crow,Corvidae,Black-billed Magpie,4750,no
4900,Fish Crow,Corvidae,Yellow-billed Magpie,4760,no
4900,Fish Crow,Corvidae,Eurasian Jackdaw,4903,no
4900,Fish Crow,Corvidae,Northwestern Crow,4890,no
4900,Fish Crow,Corvidae,White-necked Crow,16380,no
4900,Fish Crow,Corvidae,Tamaulipas Crow,4891,no
4900,Fish Crow,Corvidae,Sinaloa Crow,16351,no
4900,Fish Crow,Corvidae,Hawaiian Crow,4892,no
4900,Fish Crow,Corvidae,Marianas Crow,93630,no
4900,Fish Crow,Corvidae,Chihuahuan Raven,4870,no
4930,European Starling,Sturnidae,Chestnut-cheeked Starling,28600,no
4940,Bobolink,Icteridae,Tricolored Blackbird,5000,no
4940,Bobolink,Icteridae,Tawny-shouldered Blackbird,5001,no
4940,Bobolink,Icteridae,Yellow-shouldered Blackbird,19140,no
4940,Bobolink,Icteridae,Melodious Blackbird,19170,no
4940,Bobolink,Icteridae,Great-tailed Grackle,5120,no
4940,Bobolink,Icteridae,Greater Antillean Grackle,19210,no
4940,Bobolink,Icteridae,Shiny Cowbird,4961,no
4940,Bobolink,Icteridae,Bronzed Cowbird,4960,no
4940,Bobolink,Icteridae,Black-vented Oriole,5041,no
4940,Bobolink,Icteridae,Black-cowled Oriole,19250,no
4940,Bobolink,Icteridae,Hooded Oriole,5050,no
4940,Bobolink,Icteridae,Venezuelan Troupial,5020,no
4940,Bobolink,Icteridae,Streak-backed Oriole,5051,no
4940,Bobolink,Icteridae,Spot-breasted Oriole,5032,no
4940,Bobolink,Icteridae,Altamira Oriole,5031,no
4940,Bobolink,Icteridae,Audubon's Oriole,5030,no
4950,Brown-headed Cowbird,Icteridae,Tawny-shouldered Blackbird,5001,no
4950,Brown-headed Cowbird,Icteridae,Yellow-shouldered Blackbird,19140,no
4950,Brown-headed Cowbird,Icteridae,Melodious Blackbird,19170,no
4950,Brown-headed Cowbird,Icteridae,Greater Antillean Grackle,19210,no
4950,Brown-headed Cowbird,Icteridae,Black-vented Oriole,5041,no
4950,Brown-headed Cowbird,Icteridae,Black-cowled Oriole,19250,no
4950,Brown-headed Cowbird,Icteridae,Venezuelan Troupial,5020,no
4950,Brown-headed Cowbird,Icteridae,Streak-backed Oriole,5051,no
4950,Brown-headed Cowbird,Icteridae,Audubon's Oriole,5030,no
4960,Bronzed Cowbird,Icteridae,Bobolink,4940,no
4960,Bronzed Cowbird,Icteridae,Tricolored Blackbird,5000,no
4960,Bronzed Cowbird,Icteridae,Tawny-shouldered Blackbird,5001,no
4960,Bronzed Cowbird,Icteridae,Yellow-shouldered Blackbird,19140,no
4960,Bronzed Cowbird,Icteridae,Melodious Blackbird,19170,no
4960,Bronzed Cowbird,Icteridae,Rusty Blackbird,5090,no
4960,Bronzed Cowbird,Icteridae,Boat-tailed Grackle,5130,no
4960,Bronzed Cowbird,Icteridae,Greater Antillean Grackle,19210,no
4960,Bronzed Cowbird,Icteridae,Shiny Cowbird,4961,no
4960,Bronzed Cowbird,Icteridae,Black-vented Oriole,5041,no
4960,Bronzed Cowbird,Icteridae,Black-cowled Oriole,19250,no
4960,Bronzed Cowbird,Icteridae,Venezuelan Troupial,5020,no
4960,Bronzed Cowbird,Icteridae,Streak-backed Oriole,5051,no
4960,Bronzed Cowbird,Icteridae,Spot-breasted Oriole,5032,no
4960,Bronzed Cowbird,Icteridae,Audubon's Oriole,5030,no
4980,Red-winged Blackbird,Icteridae,Tawny-shouldered Blackbird,5001,no
4980,Red-winged Blackbird,Icteridae,Yellow-shouldered Blackbird,19140,no
4980,Red-winged Blackbird,Icteridae,Melodious Blackbird,19170,no
4980,Red-winged Blackbird,Icteridae,Greater Antillean Grackle,19210,no
4980,Red-winged Blackbird,Icteridae,Black-vented Oriole,5041,no
4980,Red-winged Blackbird,Icteridae,Black-cowled Oriole,19250,no
4980,Red-winged Blackbird,Icteridae,Venezuelan Troupial,5020,no
4980,Red-winged Blackbird,Icteridae,Streak-backed Oriole,5051,no
4980,Red-winged Blackbird,Icteridae,Audubon's Oriole,5030,no
5010,Eastern Meadowlark,Icteridae,Tricolored Blackbird,5000,no
5010,Eastern Meadowlark,Icteridae,Tawny-shouldered Blackbird,5001,no
5010,Eastern Meadowlark,Icteridae,Yellow-shouldered Blackbird,19140,no
5010,Eastern Meadowlark,Icteridae,Melodious Blackbird,19170,no
5010,Eastern Meadowlark,Icteridae,Greater Antillean Grackle,19210,no
5010,Eastern Meadowlark,Icteridae,Black-vented Oriole,5041,no
5010,Eastern Meadowlark,Icteridae,Black-cowled Oriole,19250,no
5010,Eastern Meadowlark,Icteridae,Venezuelan Troupial,5020,no
5010,Eastern Meadowlark,Icteridae,Streak-backed Oriole,5051,no
5010,Eastern Meadowlark,Icteridae,Audubon's Oriole,5030,no
5011,Western Meadowlark,Icteridae,Tawny-shouldered Blackbird,5001,no
5011,Western Meadowlark,Icteridae,Yellow-shouldered Blackbird,19140,no
5011,Western Meadowlark,Icteridae,Melodious Blackbird,19170,no
5011,Western Meadowlark,Icteridae,Boat-tailed Grackle,5130,no
5011,Western Meadowlark,Icteridae,Greater Antillean Grackle,19210,no
5011,Western Meadowlark,Icteridae,Shiny Cowbird,4961,no
5011,Western Meadowlark,Icteridae,Black-vented Oriole,5041,no
5011,Western Meadowlark,Icteridae,Black-cowled Oriole,19250,no
5011,Western Meadowlark,Icteridae,Venezuelan Troupial,5020,no
5011,Western Meadowlark,Icteridae,Streak-backed Oriole,5051,no
5011,Western Meadowlark,Icteridae,Spot-breasted Oriole,5032,no
5011,Western Meadowlark,Icteridae,Audubon's Oriole,5030,no
5060,Orchard Oriole,Icteridae,Tricolored Blackbird,5000,no
5060,Orchard Oriole,Icteridae,Tawny-shouldered Blackbird,5001,no
5060,Orchard Oriole,Icteridae,Yellow-shouldered Blackbird,19140,no
5060,Orchard Oriole,Icteridae,Melodious Blackbird,19170,no
5060,Orchard Oriole,Icteridae,Greater Antillean Grackle,19210,no
5060,Orchard Oriole,Icteridae,Shiny Cowbird,4961,no
5060,Orchard Oriole,Icteridae,Black-vented Oriole,5041,no
5060,Orchard Oriole,Icteridae,Black-cowled Oriole,19250,no
5060,Orchard Oriole,Icteridae,Venezuelan Troupial,5020,no
5060,Orchard Oriole,Icteridae,Streak-backed Oriole,5051,no
5060,Orchard Oriole,Icteridae,Spot-breasted Oriole,5032,no
5060,Orchard Oriole,Icteridae,Audubon's Oriole,5030,no
5070,Baltimore Oriole,Icteridae,Tawny-shouldered Blackbird,5001,no
5070,Baltimore Oriole,Icteridae,Yellow-shouldered Blackbird,19140,no
5070,Baltimore Oriole,Icteridae,Melodious Blackbird,19170,no
5070,Baltimore Oriole,Icteridae,Greater Antillean Grackle,19210,no
5070,Baltimore Oriole,Icteridae,Black-vented Oriole,5041,no
5070,Baltimore Oriole,Icteridae,Black-cowled Oriole,19250,no
5070,Baltimore Oriole,Icteridae,Venezuelan Troupial,5020,no
5070,Baltimore Oriole,Icteridae,Streak-backed Oriole,5051,no
5070,Baltimore Oriole,Icteridae,Audubon's Oriole,5030,no
5080,Bullock's Oriole,Icteridae,Tawny-shouldered Blackbird,5001,no
5080,Bullock's Oriole,Icteridae,Yellow-shouldered Blackbird,19140,no
5080,Bullock's Oriole,Icteridae,Melodious Blackbird,19170,no
5080,Bullock's Oriole,Icteridae,Rusty Blackbird,5090,no
5080,Bullock's Oriole,Icteridae,Boat-tailed Grackle,5130,no
5080,Bullock's Oriole,Icteridae,Greater Antillean Grackle,19210,no
5080,Bullock's Oriole,Icteridae,Shiny Cowbird,4961,no
5080,Bullock's Oriole,Icteridae,Black-vented Oriole,5041,no
5080,Bullock's Oriole,Icteridae,Black-cowled Oriole,19250,no
5080,Bullock's Oriole,Icteridae,Venezuelan Troupial,5020,no
5080,Bullock's Oriole,Icteridae,Streak-backed Oriole,5051,no
5080,Bullock's Oriole,Icteridae,Spot-breasted Oriole,5032,no
5080,Bullock's Oriole,Icteridae,Audubon's Oriole,5030,no
5100,Brewer's Blackbird,Icteridae,Tawny-shouldered Blackbird,5001,no
5100,Brewer's Blackbird,Icteridae,Yellow-shouldered Blackbird,19140,no
5100,Brewer's Blackbird,Icteridae,Melodious Blackbird,19170,no
5100,Brewer's Blackbird,Icteridae,Greater Antillean Grackle,19210,no
5100,Brewer's Blackbird,Icteridae,Black-vented Oriole,5041,no
5100,Brewer's Blackbird,Icteridae,Black-cowled Oriole,19250,no
5100,Brewer's Blackbird,Icteridae,Venezuelan Troupial,5020,no
5100,Brewer's Blackbird,Icteridae,Streak-backed Oriole,5051,no
5100,Brewer's Blackbird,Icteridae,Audubon's Oriole,5030,no
5110,Common Grackle,Icteridae,Tricolored Blackbird,5000,no
5110,Common Grackle,Icteridae,Tawny-shouldered Blackbird,5001,no
5110,Common Grackle,Icteridae,Yellow-shouldered Blackbird,19140,no
5110,Common Grackle,Icteridae,Melodious Blackbird,19170,no
5110,Common Grackle,Icteridae,Greater Antillean Grackle,19210,no
5110,Common Grackle,Icteridae,Black-vented Oriole,5041,no
5110,Common Grackle,Icteridae,Black-cowled Oriole,19250,no
5110,Common Grackle,Icteridae,Hooded Oriole,5050,no
5110,Common Grackle,Icteridae,Venezuelan Troupial,5020,no
5110,Common Grackle,Icteridae,Streak-backed Oriole,5051,no
5110,Common Grackle,Icteridae,Audubon's Oriole,5030,no
5130,Boat-tailed Grackle,Icteridae,Tricolored Blackbird,5000,no
5130,Boat-tailed Grackle,Icteridae,Tawny-shouldered Blackbird,5001,no
5130,Boat-tailed Grackle,Icteridae,Yellow-shouldered Blackbird,19140,no
5130,Boat-tailed Grackle,Icteridae,Western Meadowlark,5011,no
5130,Boat-tailed Grackle,Icteridae,Eastern/Western Meadowlark,5012,no
5130,Boat-tailed Grackle,Icteridae,Yellow-headed Blackbird,4970,no
5130,Boat-tailed Grackle,Icteridae,Melodious Blackbird,19170,no
5130,Boat-tailed Grackle,Icteridae,Great-tailed Grackle,5120,no
5130,Boat-tailed Grackle,Icteridae,Greater Antillean Grackle,19210,no
5130,Boat-tailed Grackle,Icteridae,Bronzed Cowbird,4960,no
5130,Boat-tailed Grackle,Icteridae,Black-vented Oriole,5041,no
5130,Boat-tailed Grackle,Icteridae,Black-cowled Oriole,19250,no
5130,Boat-tailed Grackle,Icteridae,Hooded Oriole,5050,no
5130,Boat-tailed Grackle,Icteridae,Venezuelan Troupial,5020,no
5130,Boat-tailed Grackle,Icteridae,Streak-backed Oriole,5051,no
5130,Boat-tailed Grackle,Icteridae,Bullock's Oriole,5080,no
5130,Boat-tailed Grackle,Icteridae,Altamira Oriole,5031,no
5130,Boat-tailed Grackle,Icteridae,Audubon's Oriole,5030,no
5130,Boat-tailed Grackle,Icteridae,Scott's Oriole,5040,no
5170,Purple Finch,Fringillidae,Common Chaffinch,5143,no
5170,Purple Finch,Fringillidae,Brambling,5141,no
5170,Purple Finch,Fringillidae,Black Rosy-Finch,5250,no
5170,Purple Finch,Fringillidae,Brown-capped Rosy-Finch,5260,no
5170,Purple Finch,Fringillidae,Red Siskin,19460,no
5170,Purple Finch,Fringillidae,European Goldfinch,5261,no
5170,Purple Finch,Fringillidae,Oriental Greenfinch,5262,no
5170,Purple Finch,Fringillidae,Yellow-fronted Canary,5332,no
5170,Purple Finch,Fringillidae,Common Canary,5331,no
5170,Purple Finch,Fringillidae,Yellow-billed Grosbeak,5923,no
5190,House Finch,Fringillidae,Common Chaffinch,5143,no
5190,House Finch,Fringillidae,Brambling,5141,no
5190,House Finch,Fringillidae,Red Siskin,19460,no
5190,House Finch,Fringillidae,European Goldfinch,5261,no
5190,House Finch,Fringillidae,Oriental Greenfinch,5262,no
5190,House Finch,Fringillidae,Yellow-fronted Canary,5332,no
5190,House Finch,Fringillidae,Common Canary,5331,no
5190,House Finch,Fringillidae,Yellow-billed Grosbeak,5923,no
5280,Common Redpoll,Fringillidae,Common Chaffinch,5143,no
5280,Common Redpoll,Fringillidae,Brambling,5141,no
5280,Common Redpoll,Fringillidae,Black Rosy-Finch,5250,no
5280,Common Redpoll,Fringillidae,Brown-capped Rosy-Finch,5260,no
5280,Common Redpoll,Fringillidae,Red Siskin,19460,no
5280,Common Redpoll,Fringillidae,Lesser Goldfinch,5300,no
5280,Common Redpoll,Fringillidae,Lawrence's Goldfinch,5310,no
5280,Common Redpoll,Fringillidae,European Goldfinch,5261,no
5280,Common Redpoll,Fringillidae,Oriental Greenfinch,5262,no
5280,Common Redpoll,Fringillidae,Yellow-fronted Canary,5332,no
5280,Common Redpoll,Fringillidae,Common Canary,5331,no
5280,Common Redpoll,Fringillidae,Yellow-billed Grosbeak,5923,no
5290,American Goldfinch,Fringillidae,Common Chaffinch,5143,no
5290,American Goldfinch,Fringillidae,Brambling,5141,no
5290,American Goldfinch,Fringillidae,Red Siskin,19460,no
5290,American Goldfinch,Fringillidae,European Goldfinch,5261,no
5290,American Goldfinch,Fringillidae,Oriental Greenfinch,5262,no
5290,American Goldfinch,Fringillidae,Yellow-fronted Canary,5332,no
5290,American Goldfinch,Fringillidae,Common Canary,5331,no
5290,American Goldfinch,Fringillidae,Yellow-billed Grosbeak,5923,no
5420,Savannah Sparrow,Emberizidae,White-collared Seedeater,6020,no
5420,Savannah Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5420,Savannah Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5420,Savannah Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5420,Savannah Sparrow,Emberizidae,Saffron Finch,5861,no
5420,Savannah Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5420,Savannah Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5420,Savannah Sparrow,Emberizidae,Yellow-eyed Junco,5700,no
5420,Savannah Sparrow,Emberizidae,Rustic Bunting,5351,no
5420,Savannah Sparrow,Emberizidae,McKay's Bunting,5350,no
5580,White-throated Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5580,White-throated Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5580,White-throated Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5580,White-throated Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5580,White-throated Sparrow,Emberizidae,Saffron Finch,5861,no
5580,White-throated Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5580,White-throated Sparrow,Emberizidae,Rufous-winged Sparrow,5790,no
5580,White-throated Sparrow,Emberizidae,Botteri's Sparrow,5760,no
5580,White-throated Sparrow,Emberizidae,Five-striped Sparrow,5742,no
5580,White-throated Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5580,White-throated Sparrow,Emberizidae,Rustic Bunting,5351,no
5580,White-throated Sparrow,Emberizidae,McKay's Bunting,5350,no
5590,American Tree Sparrow,Emberizidae,White-collared Seedeater,6020,no
5590,American Tree Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5590,American Tree Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5590,American Tree Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5590,American Tree Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5590,American Tree Sparrow,Emberizidae,Saffron Finch,5861,no
5590,American Tree Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5590,American Tree Sparrow,Emberizidae,Olive Sparrow,5860,no
5590,American Tree Sparrow,Emberizidae,Green-tailed Towhee,5900,no
5590,American Tree Sparrow,Emberizidae,California Towhee,5911,no
5590,American Tree Sparrow,Emberizidae,Abert's Towhee,5920,no
5590,American Tree Sparrow,Emberizidae,Rufous-winged Sparrow,5790,no
5590,American Tree Sparrow,Emberizidae,Cassin's Sparrow,5780,no
5590,American Tree Sparrow,Emberizidae,Bachman's Sparrow,5750,no
5590,American Tree Sparrow,Emberizidae,Botteri's Sparrow,5760,no
5590,American Tree Sparrow,Emberizidae,Rufous-crowned Sparrow,5800,no
5590,American Tree Sparrow,Emberizidae,Clay-colored Sparrow,5610,no
5590,American Tree Sparrow,Emberizidae,Brewer's Sparrow,5620,no
5590,American Tree Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5590,American Tree Sparrow,Emberizidae,Black-chinned Sparrow,5650,no
5590,American Tree Sparrow,Emberizidae,Lark Sparrow,5520,no
5590,American Tree Sparrow,Emberizidae,Black-throated Sparrow,5730,no
5590,American Tree Sparrow,Emberizidae,Grasshopper Sparrow,5460,no
5590,American Tree Sparrow,Emberizidae,Baird's Sparrow,5450,no
5590,American Tree Sparrow,Emberizidae,Henslow's Sparrow,5470,no
5590,American Tree Sparrow,Emberizidae,Yellow-eyed Junco,5700,no
5590,American Tree Sparrow,Emberizidae,Rustic Bunting,5351,no
5590,American Tree Sparrow,Emberizidae,McKay's Bunting,5350,no
5600,Chipping Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5600,Chipping Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5600,Chipping Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5600,Chipping Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5600,Chipping Sparrow,Emberizidae,Saffron Finch,5861,no
5600,Chipping Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5600,Chipping Sparrow,Emberizidae,Five-striped Sparrow,5742,no
5600,Chipping Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5600,Chipping Sparrow,Emberizidae,Rustic Bunting,5351,no
5600,Chipping Sparrow,Emberizidae,McKay's Bunting,5350,no
5610,Clay-colored Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5610,Clay-colored Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5610,Clay-colored Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5610,Clay-colored Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5610,Clay-colored Sparrow,Emberizidae,Saffron Finch,5861,no
5610,Clay-colored Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5610,Clay-colored Sparrow,Emberizidae,Canyon Towhee,5910,no
5610,Clay-colored Sparrow,Emberizidae,California Towhee,5911,no
5610,Clay-colored Sparrow,Emberizidae,Bachman's Sparrow,5750,no
5610,Clay-colored Sparrow,Emberizidae,Botteri's Sparrow,5760,no
5610,Clay-colored Sparrow,Emberizidae,Five-striped Sparrow,5742,no
5610,Clay-colored Sparrow,Emberizidae,American Tree Sparrow,5590,no
