FocalAOU,Focal Common Name,Family,Competitor Common Name,CompAOU,Overlap
5630,Field Sparrow,Emberizidae,Abert's Towhee,5920,no
5630,Field Sparrow,Emberizidae,Rufous-winged Sparrow,5790,no
5630,Field Sparrow,Emberizidae,Botteri's Sparrow,5760,no
5630,Field Sparrow,Emberizidae,Five-striped Sparrow,5742,no
5630,Field Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5630,Field Sparrow,Emberizidae,Black-chinned Sparrow,5650,no
5630,Field Sparrow,Emberizidae,Sage Sparrow,5740,no
5630,Field Sparrow,Emberizidae,Golden-crowned Sparrow,5570,no
5630,Field Sparrow,Emberizidae,Yellow-eyed Junco,5700,no
5630,Field Sparrow,Emberizidae,Rustic Bunting,5351,no
5630,Field Sparrow,Emberizidae,Snow Bunting,5340,no
5630,Field Sparrow,Emberizidae,McKay's Bunting,5350,no
5780,Cassin's Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5780,Cassin's Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5780,Cassin's Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5780,Cassin's Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5780,Cassin's Sparrow,Emberizidae,Saffron Finch,5861,no
5780,Cassin's Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5780,Cassin's Sparrow,Emberizidae,Eastern Towhee,5870,no
5780,Cassin's Sparrow,Emberizidae,California Towhee,5911,no
5780,Cassin's Sparrow,Emberizidae,Bachman's Sparrow,5750,no
5780,Cassin's Sparrow,Emberizidae,American Tree Sparrow,5590,no
5780,Cassin's Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5780,Cassin's Sparrow,Emberizidae,Henslow's Sparrow,5470,no
5780,Cassin's Sparrow,Emberizidae,Le Conte's Sparrow,5480,no
5780,Cassin's Sparrow,Emberizidae,Nelson's Sharp-tailed Sparrow,5491,no
5780,Cassin's Sparrow,Emberizidae,Saltmarsh Sharp-tailed Sparrow,5490,no
5780,Cassin's Sparrow,Emberizidae,Nelson's/Saltmarsh Sharp-tailed Sparrow,5499,no
5780,Cassin's Sparrow,Emberizidae,Seaside Sparrow,5500,no
5780,Cassin's Sparrow,Emberizidae,Harris's Sparrow,5530,no
5780,Cassin's Sparrow,Emberizidae,Golden-crowned Sparrow,5570,no
5780,Cassin's Sparrow,Emberizidae,Lapland Longspur,5360,no
5780,Cassin's Sparrow,Emberizidae,Smith's Longspur,5370,no
5780,Cassin's Sparrow,Emberizidae,Chestnut-collared Longspur,5380,no
5780,Cassin's Sparrow,Emberizidae,Rustic Bunting,5351,no
5780,Cassin's Sparrow,Emberizidae,Snow Bunting,5340,no
5780,Cassin's Sparrow,Emberizidae,McKay's Bunting,5350,no
5810,Song Sparrow,Emberizidae,White-collared Seedeater,6020,no
5810,Song Sparrow,Emberizidae,Yellow-faced Grassquit,6032,no
5810,Song Sparrow,Emberizidae,Black-faced Grassquit,6030,no
5810,Song Sparrow,Emberizidae,Puerto Rican Bullfinch,18910,no
5810,Song Sparrow,Emberizidae,Lesser Antillean Bullfinch,18930,no
5810,Song Sparrow,Emberizidae,Saffron Finch,5861,no
5810,Song Sparrow,Emberizidae,Red-crested Cardinal,5922,no
5810,Song Sparrow,Emberizidae,Worthen's Sparrow,5640,no
5810,Song Sparrow,Emberizidae,Rustic Bunting,5351,no
5810,Song Sparrow,Emberizidae,Snow Bunting,5340,no
5810,Song Sparrow,Emberizidae,McKay's Bunting,5350,no
5870,Eastern Towhee,Emberizidae,White-collared Seedeater,6020,no
5870,Eastern Towhee,Emberizidae,Yellow-faced Grassquit,6032,no
5870,Eastern Towhee,Emberizidae,Black-faced Grassquit,6030,no
5870,Eastern Towhee,Emberizidae,Puerto Rican Bullfinch,18910,no
5870,Eastern Towhee,Emberizidae,Lesser Antillean Bullfinch,18930,no
5870,Eastern Towhee,Emberizidae,Saffron Finch,5861,no
5870,Eastern Towhee,Emberizidae,Red-crested Cardinal,5922,no
5870,Eastern Towhee,Emberizidae,Olive Sparrow,5860,no
5870,Eastern Towhee,Emberizidae,Green-tailed Towhee,5900,no
5870,Eastern Towhee,Emberizidae,California Towhee,5911,no
5870,Eastern Towhee,Emberizidae,Abert's Towhee,5920,no
5870,Eastern Towhee,Emberizidae,Rufous-winged Sparrow,5790,no
5870,Eastern Towhee,Emberizidae,Cassin's Sparrow,5780,no
5870,Eastern Towhee,Emberizidae,Botteri's Sparrow,5760,no
5870,Eastern Towhee,Emberizidae,Five-striped Sparrow,5742,no
5870,Eastern Towhee,Emberizidae,Brewer's Sparrow,5620,no
5870,Eastern Towhee,Emberizidae,Worthen's Sparrow,5640,no
5870,Eastern Towhee,Emberizidae,Black-chinned Sparrow,5650,no
5870,Eastern Towhee,Emberizidae,Black-throated Sparrow,5730,no
5870,Eastern Towhee,Emberizidae,Sage Sparrow,5740,no
5870,Eastern Towhee,Emberizidae,Golden-crowned Sparrow,5570,no
5870,Eastern Towhee,Emberizidae,Yellow-eyed Junco,5700,no
5870,Eastern Towhee,Emberizidae,Rustic Bunting,5351,no
5870,Eastern Towhee,Emberizidae,Snow Bunting,5340,no
5870,Eastern Towhee,Emberizidae,McKay's Bunting,5350,no
5910,Canyon Towhee,Emberizidae,White-collared Seedeater,6020,no
5910,Canyon Towhee,Emberizidae,Yellow-faced Grassquit,6032,no
5910,Canyon Towhee,Emberizidae,Black-faced Grassquit,6030,no
5910,Canyon Towhee,Emberizidae,Puerto Rican Bullfinch,18910,no
5910,Canyon Towhee,Emberizidae,Lesser Antillean Bullfinch,18930,no
5910,Canyon Towhee,Emberizidae,Saffron Finch,5861,no
5910,Canyon Towhee,Emberizidae,Red-crested Cardinal,5922,no
5910,Canyon Towhee,Emberizidae,California Towhee,5911,no
5910,Canyon Towhee,Emberizidae,Bachman's Sparrow,5750,no
5910,Canyon Towhee,Emberizidae,Clay-colored Sparrow,5610,no
5910,Canyon Towhee,Emberizidae,Worthen's Sparrow,5640,no
5910,Canyon Towhee,Emberizidae,Henslow's Sparrow,5470,no
5910,Canyon Towhee,Emberizidae,Le Conte's Sparrow,5480,no
5910,Canyon Towhee,Emberizidae,Nelson's Sharp-tailed Sparrow,5491,no
5910,Canyon Towhee,Emberizidae,Saltmarsh Sharp-tailed Sparrow,5490,no
5910,Canyon Towhee,Emberizidae,Nelson's/Saltmarsh Sharp-tailed Sparrow,5499,no
5910,Canyon Towhee,Emberizidae,Seaside Sparrow,5500,no
5910,Canyon Towhee,Emberizidae,Harris's Sparrow,5530,no
5910,Canyon Towhee,Emberizidae,Golden-crowned Sparrow,5570,no
5910,Canyon Towhee,Emberizidae,Lapland Longspur,5360,no
5910,Canyon Towhee,Emberizidae,Smith's Longspur,5370,no
5910,Canyon Towhee,Emberizidae,Rustic Bunting,5351,no
5910,Canyon Towhee,Emberizidae,Snow Bunting,5340,no
5910,Canyon Towhee,Emberizidae,McKay's Bunting,5350,no
5920,Abert's Towhee,Emberizidae,White-collared Seedeater,6020,no
5920,Abert's Towhee,Emberizidae,Yellow-faced Grassquit,6032,no
5920,Abert's Towhee,Emberizidae,Black-faced Grassquit,6030,no
5920,Abert's Towhee,Emberizidae,Puerto Rican Bullfinch,18910,no
5920,Abert's Towhee,Emberizidae,Lesser Antillean Bullfinch,18930,no
5920,Abert's Towhee,Emberizidae,Saffron Finch,5861,no
5920,Abert's Towhee,Emberizidae,Red-crested Cardinal,5922,no
5920,Abert's Towhee,Emberizidae,Olive Sparrow,5860,no
5920,Abert's Towhee,Emberizidae,Eastern Towhee,5870,no
5920,Abert's Towhee,Emberizidae,California Towhee,5911,no
5920,Abert's Towhee,Emberizidae,Bachman's Sparrow,5750,no
5920,Abert's Towhee,Emberizidae,American Tree Sparrow,5590,no
5920,Abert's Towhee,Emberizidae,Field Sparrow,5630,no
5920,Abert's Towhee,Emberizidae,Worthen's Sparrow,5640,no
5920,Abert's Towhee,Emberizidae,Henslow's Sparrow,5470,no
5920,Abert's Towhee,Emberizidae,Le Conte's Sparrow,5480,no
5920,Abert's Towhee,Emberizidae,Nelson's Sharp-tailed Sparrow,5491,no
5920,Abert's Towhee,Emberizidae,Saltmarsh Sharp-tailed Sparrow,5490,no
5920,Abert's Towhee,Emberizidae,Nelson's/Saltmarsh Sharp-tailed Sparrow,5499,no
5920,Abert's Towhee,Emberizidae,Seaside Sparrow,5500,no
5920,Abert's Towhee,Emberizidae,Harris's Sparrow,5530,no
5920,Abert's Towhee,Emberizidae,Golden-crowned Sparrow,5570,no
5920,Abert's Towhee,Emberizidae,Lapland Longspur,5360,no
5920,Abert's Towhee,Emberizidae,Smith's Longspur,5370,no
5920,Abert's Towhee,Emberizidae,Rustic Bunting,5351,no
5920,Abert's Towhee,Emberizidae,Snow Bunting,5340,no
5920,Abert's Towhee,Emberizidae,McKay's Bunting,5350,no
5930,Northern Cardinal,Cardinalidae,Crimson-collared Grosbeak,5941,no
5930,Northern Cardinal,Cardinalidae,Blue Bunting,5971,no
5950,Rose-breasted Grosbeak,Cardinalidae,Crimson-collared Grosbeak,5941,no
5950,Rose-breasted Grosbeak,Cardinalidae,Pyrrhuloxia,5940,no
5950,Rose-breasted Grosbeak,Cardinalidae,Cardinal/Pyrrhuloxia,5935,no
5950,Rose-breasted Grosbeak,Cardinalidae,Blue Bunting,5971,no
5950,Rose-breasted Grosbeak,Cardinalidae,Varied Bunting,6000,no
5960,Black-headed Grosbeak,Cardinalidae,Crimson-collared Grosbeak,5941,no
5960,Black-headed Grosbeak,Cardinalidae,Blue Bunting,5971,no
5970,Blue Grosbeak,Cardinalidae,Crimson-collared Grosbeak,5941,no
5970,Blue Grosbeak,Cardinalidae,Blue Bunting,5971,no
5980,Indigo Bunting,Cardinalidae,Crimson-collared Grosbeak,5941,no
5980,Indigo Bunting,Cardinalidae,Blue Bunting,5971,no
6010,Painted Bunting,Cardinalidae,Crimson-collared Grosbeak,5941,no
6010,Painted Bunting,Cardinalidae,Blue Bunting,5971,no
6010,Painted Bunting,Cardinalidae,Lazuli Bunting,5990,no
6040,Dickcissel,Cardinalidae,Crimson-collared Grosbeak,5941,no
6040,Dickcissel,Cardinalidae,Blue Bunting,5971,no
6040,Dickcissel,Cardinalidae,Varied Bunting,6000,no
6070,Western Tanager,Thraupidae,Puerto Rican Tanager,18480,no
6070,Western Tanager,Thraupidae,Summer Tanager,6100,no
6070,Western Tanager,Thraupidae,Scarlet Tanager,6080,no
6070,Western Tanager,Thraupidae,Flame-colored Tanager,6071,no
6070,Western Tanager,Thraupidae,Western Spindalis,6101,no
6080,Scarlet Tanager,Thraupidae,Puerto Rican Tanager,18480,no
6080,Scarlet Tanager,Thraupidae,Hepatic Tanager,6090,no
6080,Scarlet Tanager,Thraupidae,Western Tanager,6070,no
6080,Scarlet Tanager,Thraupidae,Flame-colored Tanager,6071,no
6080,Scarlet Tanager,Thraupidae,Western Spindalis,6101,no
6080,Scarlet Tanager,Thraupidae,Antillean Euphonia,18050,no
6100,Summer Tanager,Thraupidae,Puerto Rican Tanager,18480,no
6100,Summer Tanager,Thraupidae,Scarlet Tanager,6080,no
6100,Summer Tanager,Thraupidae,Flame-colored Tanager,6071,no
6100,Summer Tanager,Thraupidae,Western Spindalis,6101,no
6100,Summer Tanager,Thraupidae,Antillean Euphonia,18050,no
6110,Purple Martin,Hirundinidae,Cuban Martin,6111,no
6110,Purple Martin,Hirundinidae,Caribbean Martin,6113,no
6110,Purple Martin,Hirundinidae,Gray-breasted Martin,6112,no
6110,Purple Martin,Hirundinidae,Southern Martin,6114,no
6110,Purple Martin,Hirundinidae,Brown-chested Martin,6115,no
6110,Purple Martin,Hirundinidae,Bahama Swallow,6151,no
6120,Cliff Swallow,Hirundinidae,Cuban Martin,6111,no
6120,Cliff Swallow,Hirundinidae,Caribbean Martin,6113,no
6120,Cliff Swallow,Hirundinidae,Gray-breasted Martin,6112,no
6120,Cliff Swallow,Hirundinidae,Southern Martin,6114,no
6120,Cliff Swallow,Hirundinidae,Brown-chested Martin,6115,no
6120,Cliff Swallow,Hirundinidae,Bahama Swallow,6151,no
6130,Barn Swallow,Hirundinidae,Cuban Martin,6111,no
6130,Barn Swallow,Hirundinidae,Caribbean Martin,6113,no
6130,Barn Swallow,Hirundinidae,Gray-breasted Martin,6112,no
6130,Barn Swallow,Hirundinidae,Southern Martin,6114,no
6130,Barn Swallow,Hirundinidae,Brown-chested Martin,6115,no
6130,Barn Swallow,Hirundinidae,Bahama Swallow,6151,no
6140,Tree Swallow,Hirundinidae,Cuban Martin,6111,no
6140,Tree Swallow,Hirundinidae,Caribbean Martin,6113,no
6140,Tree Swallow,Hirundinidae,Gray-breasted Martin,6112,no
6140,Tree Swallow,Hirundinidae,Southern Martin,6114,no
6140,Tree Swallow,Hirundinidae,Brown-chested Martin,6115,no
6140,Tree Swallow,Hirundinidae,Bahama Swallow,6151,no
6140,Tree Swallow,Hirundinidae,Cave Swallow,6121,no
6170,Northern Rough-winged Swallow,Hirundinidae,Cuban Martin,6111,no
6170,Northern Rough-winged Swallow,Hirundinidae,Caribbean Martin,6113,no
6170,Northern Rough-winged Swallow,Hirundinidae,Gray-breasted Martin,6112,no
6170,Northern Rough-winged Swallow,Hirundinidae,Southern Martin,6114,no
6170,Northern Rough-winged Swallow,Hirundinidae,Brown-chested Martin,6115,no
6170,Northern Rough-winged Swallow,Hirundinidae,Bahama Swallow,6151,no
6240,Red-eyed Vireo,Vireonidae,Thick-billed Vireo,17270,no
6240,Red-eyed Vireo,Vireonidae,Puerto Rican Vireo,17330,no
6240,Red-eyed Vireo,Vireonidae,Black-capped Vireo,6300,no
6240,Red-eyed Vireo,Vireonidae,Gray Vireo,6340,no
6240,Red-eyed Vireo,Vireonidae,Plumbeous Vireo,6291,no
6240,Red-eyed Vireo,Vireonidae,Hutton's Vireo,6320,no
6240,Red-eyed Vireo,Vireonidae,Yellow-green Vireo,6250,no
6240,Red-eyed Vireo,Vireonidae,Black-whiskered Vireo,6230,no
6270,Warbling Vireo,Vireonidae,Thick-billed Vireo,17270,no
6270,Warbling Vireo,Vireonidae,Puerto Rican Vireo,17330,no
6270,Warbling Vireo,Vireonidae,Black-capped Vireo,6300,no
6270,Warbling Vireo,Vireonidae,Yellow-green Vireo,6250,no
6270,Warbling Vireo,Vireonidae,Black-whiskered Vireo,6230,no
6280,Yellow-throated Vireo,Vireonidae,Thick-billed Vireo,17270,no
6280,Yellow-throated Vireo,Vireonidae,Puerto Rican Vireo,17330,no
6280,Yellow-throated Vireo,Vireonidae,Gray Vireo,6340,no
6280,Yellow-throated Vireo,Vireonidae,Plumbeous Vireo,6291,no
6280,Yellow-throated Vireo,Vireonidae,Cassin's Vireo,6292,no
6280,Yellow-throated Vireo,Vireonidae,Hutton's Vireo,6320,no
6280,Yellow-throated Vireo,Vireonidae,Yellow-green Vireo,6250,no
6290,Blue-headed Vireo,Vireonidae,Thick-billed Vireo,17270,no
6290,Blue-headed Vireo,Vireonidae,Puerto Rican Vireo,17330,no
6290,Blue-headed Vireo,Vireonidae,Gray Vireo,6340,no
6290,Blue-headed Vireo,Vireonidae,Plumbeous Vireo,6291,no
6290,Blue-headed Vireo,Vireonidae,Cassin's Vireo,6292,no
6290,Blue-headed Vireo,Vireonidae,Hutton's Vireo,6320,no
6290,Blue-headed Vireo,Vireonidae,Yellow-green Vireo,6250,no
6310,White-eyed Vireo,Vireonidae,Thick-billed Vireo,17270,no
6310,White-eyed Vireo,Vireonidae,Puerto Rican Vireo,17330,no
6310,White-eyed Vireo,Vireonidae,Gray Vireo,6340,no
6310,White-eyed Vireo,Vireonidae,Plumbeous Vireo,6291,no
6310,White-eyed Vireo,Vireonidae,Cassin's Vireo,6292,no
6310,White-eyed Vireo,Vireonidae,Hutton's Vireo,6320,no
6310,White-eyed Vireo,Vireonidae,Philadelphia Vireo,6260,no
6310,White-eyed Vireo,Vireonidae,Yellow-green Vireo,6250,no
6480,Northern Parula,Parulidae,Virginia's Warbler,6440,no
6480,Northern Parula,Parulidae,Colima Warbler,6471,no
6480,Northern Parula,Parulidae,Lucy's Warbler,6430,no
6480,Northern Parula,Parulidae,Black-throated Gray Warbler,6650,no
6480,Northern Parula,Parulidae,Townsend's Warbler,6680,no
6480,Northern Parula,Parulidae,Hermit Warbler,6690,no
6480,Northern Parula,Parulidae,Grace's Warbler,6640,no
6480,Northern Parula,Parulidae,Adelaide's Warbler,17510,no
6480,Northern Parula,Parulidae,Elfin-woods Warbler,17560,no
6480,Northern Parula,Parulidae,MacGillivray's Warbler,6800,no
6480,Northern Parula,Parulidae,Gray-crowned Yellowthroat,6821,no
6480,Northern Parula,Parulidae,Red-faced Warbler,6900,no
6480,Northern Parula,Parulidae,Painted Redstart,6880,no
6480,Northern Parula,Parulidae,Slate-throated Redstart,6890,no
6480,Northern Parula,Parulidae,Fan-tailed Warbler,6881,no
6480,Northern Parula,Parulidae,Golden-crowned Warbler,6920,no
6480,Northern Parula,Parulidae,Rufous-capped Warbler,6921,no
6520,Yellow Warbler,Parulidae,Colima Warbler,6471,no
6520,Yellow Warbler,Parulidae,Tropical Parula,6490,no
6520,Yellow Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6520,Yellow Warbler,Parulidae,Adelaide's Warbler,17510,no
6520,Yellow Warbler,Parulidae,Elfin-woods Warbler,17560,no
6520,Yellow Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6520,Yellow Warbler,Parulidae,Slate-throated Redstart,6890,no
6520,Yellow Warbler,Parulidae,Fan-tailed Warbler,6881,no
6520,Yellow Warbler,Parulidae,Golden-crowned Warbler,6920,no
6520,Yellow Warbler,Parulidae,Rufous-capped Warbler,6921,no
6550,Yellow-rumped Warbler,Parulidae,Adelaide's Warbler,17510,no
6550,Yellow-rumped Warbler,Parulidae,Elfin-woods Warbler,17560,no
6550,Yellow-rumped Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6550,Yellow-rumped Warbler,Parulidae,Golden-crowned Warbler,6920,no
6550,Yellow-rumped Warbler,Parulidae,Rufous-capped Warbler,6921,no
6590,Chestnut-sided Warbler,Parulidae,Virginia's Warbler,6440,no
6590,Chestnut-sided Warbler,Parulidae,Colima Warbler,6471,no
6590,Chestnut-sided Warbler,Parulidae,Lucy's Warbler,6430,no
6590,Chestnut-sided Warbler,Parulidae,Tropical Parula,6490,no
6590,Chestnut-sided Warbler,Parulidae,Black-throated Gray Warbler,6650,no
6590,Chestnut-sided Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6590,Chestnut-sided Warbler,Parulidae,Townsend's Warbler,6680,no
6590,Chestnut-sided Warbler,Parulidae,Hermit Warbler,6690,no
6590,Chestnut-sided Warbler,Parulidae,Grace's Warbler,6640,no
6590,Chestnut-sided Warbler,Parulidae,Adelaide's Warbler,17510,no
6590,Chestnut-sided Warbler,Parulidae,Elfin-woods Warbler,17560,no
6590,Chestnut-sided Warbler,Parulidae,MacGillivray's Warbler,6800,no
6590,Chestnut-sided Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6590,Chestnut-sided Warbler,Parulidae,Red-faced Warbler,6900,no
6590,Chestnut-sided Warbler,Parulidae,Painted Redstart,6880,no
6590,Chestnut-sided Warbler,Parulidae,Slate-throated Redstart,6890,no
6590,Chestnut-sided Warbler,Parulidae,Fan-tailed Warbler,6881,no
6590,Chestnut-sided Warbler,Parulidae,Golden-crowned Warbler,6920,no
6590,Chestnut-sided Warbler,Parulidae,Rufous-capped Warbler,6921,no
6670,Black-throated Green Warbler,Parulidae,Virginia's Warbler,6440,no
6670,Black-throated Green Warbler,Parulidae,Colima Warbler,6471,no
6670,Black-throated Green Warbler,Parulidae,Lucy's Warbler,6430,no
6670,Black-throated Green Warbler,Parulidae,Tropical Parula,6490,no
6670,Black-throated Green Warbler,Parulidae,Black-throated Gray Warbler,6650,no
6670,Black-throated Green Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6670,Black-throated Green Warbler,Parulidae,Townsend's Warbler,6680,no
6670,Black-throated Green Warbler,Parulidae,Hermit Warbler,6690,no
6670,Black-throated Green Warbler,Parulidae,Grace's Warbler,6640,no
6670,Black-throated Green Warbler,Parulidae,Adelaide's Warbler,17510,no
6670,Black-throated Green Warbler,Parulidae,Elfin-woods Warbler,17560,no
6670,Black-throated Green Warbler,Parulidae,MacGillivray's Warbler,6800,no
6670,Black-throated Green Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6670,Black-throated Green Warbler,Parulidae,Red-faced Warbler,6900,no
6670,Black-throated Green Warbler,Parulidae,Painted Redstart,6880,no
6670,Black-throated Green Warbler,Parulidae,Slate-throated Redstart,6890,no
6670,Black-throated Green Warbler,Parulidae,Fan-tailed Warbler,6881,no
6670,Black-throated Green Warbler,Parulidae,Golden-crowned Warbler,6920,no
6670,Black-throated Green Warbler,Parulidae,Rufous-capped Warbler,6921,no
6680,Townsend's Warbler,Parulidae,Blue-winged Warbler,6410,no
6680,Townsend's Warbler,Parulidae,Golden-winged Warbler,6420,no
6680,Townsend's Warbler,Parulidae,Colima Warbler,6471,no
6680,Townsend's Warbler,Parulidae,Lucy's Warbler,6430,no
6680,Townsend's Warbler,Parulidae,Northern Parula,6480,no
6680,Townsend's Warbler,Parulidae,Tropical Parula,6490,no
6680,Townsend's Warbler,Parulidae,Chestnut-sided Warbler,6590,no
6680,Townsend's Warbler,Parulidae,Magnolia Warbler,6570,no
6680,Townsend's Warbler,Parulidae,Cape May Warbler,6500,no
6680,Townsend's Warbler,Parulidae,Black-throated Blue Warbler,6540,no
6680,Townsend's Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6680,Townsend's Warbler,Parulidae,Black-throated Green Warbler,6670,no
6680,Townsend's Warbler,Parulidae,Blackburnian Warbler,6620,no
6680,Townsend's Warbler,Parulidae,Yellow-throated Warbler,6630,no
6680,Townsend's Warbler,Parulidae,Adelaide's Warbler,17510,no
6680,Townsend's Warbler,Parulidae,Pine Warbler,6710,no
6680,Townsend's Warbler,Parulidae,Kirtland's Warbler,6700,no
6680,Townsend's Warbler,Parulidae,Prairie Warbler,6730,no
6680,Townsend's Warbler,Parulidae,Bay-breasted Warbler,6600,no
6680,Townsend's Warbler,Parulidae,Cerulean Warbler,6580,no
6680,Townsend's Warbler,Parulidae,Elfin-woods Warbler,17560,no
6680,Townsend's Warbler,Parulidae,Black-and-white Warbler,6360,no
6680,Townsend's Warbler,Parulidae,Prothonotary Warbler,6370,no
6680,Townsend's Warbler,Parulidae,Worm-eating Warbler,6390,no
6680,Townsend's Warbler,Parulidae,Swainson's Warbler,6380,no
6680,Townsend's Warbler,Parulidae,Louisiana Waterthrush,6760,no
6680,Townsend's Warbler,Parulidae,Kentucky Warbler,6770,no
6680,Townsend's Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6680,Townsend's Warbler,Parulidae,Hooded Warbler,6840,no
6680,Townsend's Warbler,Parulidae,Canada Warbler,6860,no
6680,Townsend's Warbler,Parulidae,Slate-throated Redstart,6890,no
6680,Townsend's Warbler,Parulidae,Fan-tailed Warbler,6881,no
6680,Townsend's Warbler,Parulidae,Golden-crowned Warbler,6920,no
6680,Townsend's Warbler,Parulidae,Rufous-capped Warbler,6921,no
6710,Pine Warbler,Parulidae,Virginia's Warbler,6440,no
6710,Pine Warbler,Parulidae,Colima Warbler,6471,no
6710,Pine Warbler,Parulidae,Lucy's Warbler,6430,no
6710,Pine Warbler,Parulidae,Black-throated Gray Warbler,6650,no
6710,Pine Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6710,Pine Warbler,Parulidae,Townsend's Warbler,6680,no
6710,Pine Warbler,Parulidae,Hermit Warbler,6690,no
6710,Pine Warbler,Parulidae,Grace's Warbler,6640,no
6710,Pine Warbler,Parulidae,Adelaide's Warbler,17510,no
6710,Pine Warbler,Parulidae,Kirtland's Warbler,6700,no
6710,Pine Warbler,Parulidae,Elfin-woods Warbler,17560,no
6710,Pine Warbler,Parulidae,MacGillivray's Warbler,6800,no
6710,Pine Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6710,Pine Warbler,Parulidae,Red-faced Warbler,6900,no
6710,Pine Warbler,Parulidae,Painted Redstart,6880,no
6710,Pine Warbler,Parulidae,Slate-throated Redstart,6890,no
6710,Pine Warbler,Parulidae,Fan-tailed Warbler,6881,no
6710,Pine Warbler,Parulidae,Golden-crowned Warbler,6920,no
6710,Pine Warbler,Parulidae,Rufous-capped Warbler,6921,no
6730,Prairie Warbler,Parulidae,Virginia's Warbler,6440,no
6730,Prairie Warbler,Parulidae,Colima Warbler,6471,no
6730,Prairie Warbler,Parulidae,Lucy's Warbler,6430,no
6730,Prairie Warbler,Parulidae,Tropical Parula,6490,no
6730,Prairie Warbler,Parulidae,Black-throated Gray Warbler,6650,no
6730,Prairie Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6730,Prairie Warbler,Parulidae,Townsend's Warbler,6680,no
6730,Prairie Warbler,Parulidae,Hermit Warbler,6690,no
6730,Prairie Warbler,Parulidae,Grace's Warbler,6640,no
6730,Prairie Warbler,Parulidae,Adelaide's Warbler,17510,no
6730,Prairie Warbler,Parulidae,Elfin-woods Warbler,17560,no
6730,Prairie Warbler,Parulidae,MacGillivray's Warbler,6800,no
6730,Prairie Warbler,Parulidae,Gray-crowned Yellowthroat,6821,no
6730,Prairie Warbler,Parulidae,Red-faced Warbler,6900,no
6730,Prairie Warbler,Parulidae,Painted Redstart,6880,no
6730,Prairie Warbler,Parulidae,Slate-throated Redstart,6890,no
6730,Prairie Warbler,Parulidae,Fan-tailed Warbler,6881,no
6730,Prairie Warbler,Parulidae,Golden-crowned Warbler,6920,no
6730,Prairie Warbler,Parulidae,Rufous-capped Warbler,6921,no
6740,Ovenbird,Parulidae,Virginia's Warbler,6440,no
6740,Ovenbird,Parulidae,Colima Warbler,6471,no
6740,Ovenbird,Parulidae,Lucy's Warbler,6430,no
6740,Ovenbird,Parulidae,Tropical Parula,6490,no
6740,Ovenbird,Parulidae,Black-throated Gray Warbler,6650,no
6740,Ovenbird,Parulidae,Golden-cheeked Warbler,6660,no
6740,Ovenbird,Parulidae,Hermit Warbler,6690,no
6740,Ovenbird,Parulidae,Grace's Warbler,6640,no
6740,Ovenbird,Parulidae,Adelaide's Warbler,17510,no
6740,Ovenbird,Parulidae,Elfin-woods Warbler,17560,no
6740,Ovenbird,Parulidae,MacGillivray's Warbler,6800,no
6740,Ovenbird,Parulidae,Gray-crowned Yellowthroat,6821,no
6740,Ovenbird,Parulidae,Red-faced Warbler,6900,no
6740,Ovenbird,Parulidae,Painted Redstart,6880,no
6740,Ovenbird,Parulidae,Slate-throated Redstart,6890,no
6740,Ovenbird,Parulidae,Fan-tailed Warbler,6881,no
6740,Ovenbird,Parulidae,Golden-crowned Warbler,6920,no
6740,Ovenbird,Parulidae,Rufous-capped Warbler,6921,no
6810,Common Yellowthroat,Parulidae,Adelaide's Warbler,17510,no
6810,Common Yellowthroat,Parulidae,Elfin-woods Warbler,17560,no
6810,Common Yellowthroat,Parulidae,Gray-crowned Yellowthroat,6821,no
6810,Common Yellowthroat,Parulidae,Slate-throated Redstart,6890,no
6810,Common Yellowthroat,Parulidae,Fan-tailed Warbler,6881,no
6810,Common Yellowthroat,Parulidae,Golden-crowned Warbler,6920,no
6810,Common Yellowthroat,Parulidae,Rufous-capped Warbler,6921,no
6850,Wilson's Warbler,Parulidae,Blue-winged Warbler,6410,no
6850,Wilson's Warbler,Parulidae,Colima Warbler,6471,no
6850,Wilson's Warbler,Parulidae,Golden-cheeked Warbler,6660,no
6850,Wilson's Warbler,Parulidae,Yellow-throated Warbler,6630,no
6850,Wilson's Warbler,Parulidae,Adelaide's Warbler,17510,no
