sort v2019,Clements v2019 change,text for website v2019,category,page 6.0,English name,scientific name,range,order,family,extinct,extinct year,sort v2018,page 6.0
6257,,,species,101,Mew Gull,Larus canus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6217,101
6258,,,group (monotypic),101,Mew Gull (European),Larus canus canus,Iceland and British Isles to White Sea; winters to N Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6218,101
6259,,,group (monotypic),101,Mew Gull (Russian),Larus canus heinei,W Russia to Siberia; winters to Black Sea and Caspian Sea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6219,101
6260,,,group (monotypic),101,Mew Gull (Kamchatka),Larus canus kamtschatschensis,NE Siberia; winters SE Asia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6220,101
6261,,,group (monotypic),101,Mew Gull (American),Larus canus brachyrhynchus,Alaska to Br. Columbia and Saskatchewan; winters to California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6221,101
6263,,,species,101,Ring-billed Gull,Larus delawarensis,"N America; winters to s Mexico, Bahamas and Gr. Antilles",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6223,101
6267,,,species,101,Western Gull,Larus occidentalis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6227,101
6268,,,subspecies,101,,Larus occidentalis occidentalis,Pacific coast of British Columbia to central California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6228,101
6269,,,subspecies,101,,Larus occidentalis wymani,Central California (Monterey Bay) to s Baja California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6229,101
6270,,,species,101,Yellow-footed Gull,Larus livens,Islands in Gulf of California; ranges north to Salton Sea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6230,101
6272,,,species,101,California Gull,Larus californicus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6232,101
6273,,,group (monotypic),101,California Gull (californicus),Larus californicus californicus,E Washington to Wyoming; winters to s Mexico,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6233,101
6274,,,group (monotypic),101,California Gull (albertaensis),Larus californicus albertaensis,"S Mackenzie, Alberta and w Manitoba to South Dakota",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6234,101
6275,,,species,101,Herring Gull,Larus argentatus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6235,101
6276,,,group (monotypic),102,Herring Gull (American),Larus argentatus smithsonianus,N North America (Alaska to Atlantic coast); winters to C America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6236,102
6277,,,group (monotypic),102,Herring Gull (Vega),Larus argentatus vegae,NE Siberia; winters south to China,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6237,102
6278,,,group (monotypic),102,Herring Gull (Mongolian),Larus argentatus mongolicus,SE Altai and Lake Baikal to Mongolia; winters s Asia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6238,102
6279,,,group (polytypic),,Herring Gull (European),Larus argentatus argentatus/argenteus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6239,
6280,,,subspecies,101,,Larus argentatus argenteus,Northwest Europe; winters to n Iberia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6240,101
6281,,,subspecies,101,,Larus argentatus argentatus,Scandinavia to Kola Peninsula; winters n and w Europe,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6241,101
6284,,,species,102,Yellow-legged Gull,Larus michahellis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6244,102
6285,,,group (monotypic),102,Yellow-legged Gull (atlantis),Larus michahellis atlantis,Azores Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6245,102
6286,,,group (monotypic),102,Yellow-legged Gull (michahellis),Larus michahellis michahellis,Macaronesian Is. and nw Africa east through Mediterranean,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6246,102
6288,,,species,102,Caspian Gull,Larus cachinnans,Black Sea to Kazakhstan; winters to s Asia and ne Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6248,102
6291,,,species,102,Armenian Gull,Larus armenicus,Lakes of Caucasus to e Turkey and Iran; winters to Red Sea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6251,102
6293,,,species,101,Iceland Gull,Larus glaucoides,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6253,101
6294,,,group (monotypic),101,Iceland Gull (Thayer's),Larus glaucoides thayeri,Hudson Bay to w Greenland; winters British Columbia to Baja,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6254,101
6295,,,group (monotypic),101,Iceland Gull (kumlieni),Larus glaucoides kumlieni,NE Canada (Baffin I. and nw Ungava); winters to n US,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6255,101
6297,,,group (monotypic),101,Iceland Gull (glaucoides),Larus glaucoides glaucoides,S and w Greenland; winters to n Europe,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6257,101
6302,,,species,101,Lesser Black-backed Gull,Larus fuscus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6262,101
6303,,,group (monotypic),101,Lesser Black-backed Gull (fuscus),Larus fuscus fuscus,"N Norway, Sweden, Finland to White Sea; > Africa, sw Asia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6263,101
6304,,,group (monotypic),101,Lesser Black-backed Gull (intermedius),Larus fuscus intermedius,"Denmark to w Norway, locally s to ne Spain; winters to w Africa",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6264,101
6305,,,group (monotypic),101,Lesser Black-backed Gull (graellsii),Larus fuscus graellsii,"Iceland, Faeroes, Br. Isles, France, Portugal; winters to w Africa",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6265,101
6306,,,group (monotypic),101,Lesser Black-backed Gull (Heuglin's),Larus fuscus heuglini,"NW Russia; winters to Middle East, South Africa and se Asia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6266,101
6307,,,group (monotypic),102,Lesser Black-backed Gull (Steppe),Larus fuscus barabensis,Steppes of central Asia; winters mainly in sw Asia east to India,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6267,102
6313,,,species,102,Slaty-backed Gull,Larus schistisagus,Breeds ne Siberia to Japan; winters south to Taiwan,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6272,102
6315,,,species,101,Glaucous-winged Gull,Larus glaucescens,Bering Sea to nw Oregon; winters to Japan and nw Mexico,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6274,101
6321,,,species,101,Glaucous Gull,Larus hyperboreus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6280,101
6322,,,subspecies,101,,Larus hyperboreus hyperboreus,Jan Mayen and Spitsbergen east to Taymyr Peninsula,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6281,101
6323,,,subspecies,101,,Larus hyperboreus pallidissimus,Taymyr Peninsula east to Bering Sea and Pribilof Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6282,101
6324,,,subspecies,101,,Larus hyperboreus barrovianus,Alaska to w Canada (nw Mackenzie),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6283,101
6325,,,subspecies,101,,Larus hyperboreus leuceretes,E Mackenzie and n Canadian Arch. to Greenland and Iceland,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6284,101
6330,,,species,101,Great Black-backed Gull,Larus marinus,Palearctic and ne N Am.; winters to W Indies and Iberian Pen.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6289,101
6333,,,species,101,Kelp Gull,Larus dominicanus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6292,101
6334,,,group (monotypic),101,Kelp Gull (dominicanus),Larus dominicanus dominicanus,"Coastal s S America, Falklands, S. Georgia, N. Zealand, Australia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6293,101
6335,,,group (monotypic),101,Kelp Gull (austrinus),Larus dominicanus austrinus,Antarctica and Antarctic islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6294,101
6336,,,group (monotypic),101,Kelp Gull (judithae),Larus dominicanus judithae,Subantarctic Indian Ocean islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6295,101
6337,,,group (monotypic),101,Kelp Gull (vetula),Larus dominicanus vetula,Coastal southern Africa and Namibia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6296,101
6338,,,group (monotypic),101,Kelp Gull (melisandae),Larus dominicanus melisandae,Coasts of sw and s Madagascar,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6297,101
6342,,,species,103,Brown Noddy,Anous stolidus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6301,103
6343,,,subspecies,103,,Anous stolidus plumbeigularis,S Red Sea and Gulf of Aden,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6302,103
6344,,,subspecies,103,,Anous stolidus pileatus,"Seychelles and Madagascar to Australia, Polynesia and Hawaii",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6303,103
6345,,,subspecies,103,,Anous stolidus galapagensis,Galapagos Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6304,103
6346,,,subspecies,103,,Anous stolidus ridgwayi,W Mexico (Revillagigedo Islands) to Costa Rica (Cocos I.),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6305,103
6347,,,subspecies,103,,Anous stolidus stolidus,Caribbean and s Atlantic islands; Gulf of Guinea to Cameroon,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6306,103
6348,,,species,103,Black Noddy,Anous minutus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6307,103
6349,,,group (monotypic),103,Black Noddy (americanus),Anous minutus americanus,Islands off Central America and Venezuela; Lesser Antilles,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6308,103
6350,,,group (monotypic),103,Black Noddy (melanogenys),Anous minutus melanogenys,Hawaiian Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6309,103
6351,,,group (polytypic),,Black Noddy (minutus Group),Anous minutus [minutus Group],,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6310,
6352,,,subspecies,103,,Anous minutus diamesus,Clipperton I. (off w Mexico) and Cocos I. (off Costa Rica),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6311,103
6353,,,subspecies,103,,Anous minutus worcesteri,Cavilli I. and Tubbataha Reef (Sulu Sea),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6312,103
6354,,,subspecies,103,,Anous minutus minutus,NE Australia and New Guinea to Tuamotu Archipelago,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6313,103
6355,,,subspecies,103,,Anous minutus marcusi,Marcus I. and Wake I. through Micronesia to Caroline Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6314,103
6356,,,subspecies,103,,Anous minutus atlanticus,St. Helena and adjacent s Atlantic islands to Gulf of Guinea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6315,103
6358,,,species,103,Lesser Noddy,Anous tenuirostris,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6317,103
6359,,,subspecies,103,,Anous tenuirostris tenuirostris,"Seychelles, Mascarene and Maldive islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6318,103
6360,,,subspecies,103,,Anous tenuirostris melanops,Houtman Abrolhos Islands (w Australia); formerly Indonesia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6319,103
6362,,,species,103,Gray Noddy,Anous albivitta,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6321,103
6363,,,subspecies,103,,Anous albivitta albivitta,"Lord Howe I., Norfolk I., Kermadec Islands and Tonga",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6322,103
6364,,,subspecies,103,,Anous albivitta skottsbergii,"Henderson I., Easter I. and Sala y Gómez I. (Chile)",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6323,103
6365,,,subspecies,103,,Anous albivitta imitatrix,"breeds San Ambrosio and San Félix, Desventuradas Islands (Chile)",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6324,103
6366,,,species,103,Blue-gray Noddy,Anous ceruleus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6325,103
6367,,,subspecies,103,,Anous ceruleus saxatilis,Marcus I. and n Marshall Islands to nw Hawaiian Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6326,103
6368,,,subspecies,103,,Anous ceruleus nebouxi,"Ellice I. to Phoenix Islands, Fiji and Western Samoa",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6327,103
6369,,,subspecies,103,,Anous ceruleus ceruleus,Christmas I. (Line Islands) and Marquesas Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6328,103
6370,,,subspecies,103,,Anous ceruleus teretirostris,"Tuamotu Archipelago, Cook, Austral and Society islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6329,103
6371,,,subspecies,103,,Anous ceruleus murphyi,Gambier Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6330,103
6372,,,species,103,White Tern,Gygis alba,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6331,103
6373,,,group (monotypic),103,White Tern (Atlantic),Gygis alba alba,"Fernando de Noronha, Trinidade, Martin Vas Rocks, Ascension and St. Helena islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6332,103
6374,,,group (polytypic),,White Tern (Pacific),Gygis alba candida/leucopes,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6333,
6375,,,subspecies,103,,Gygis alba candida,"Seychelles and Mascarene islands and s Pacific to Hawaii, Clipperton and Cocos islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6334,103
6376,,,subspecies,104,,Gygis alba leucopes,Henderson I. and Pitcairn I.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6335,104
6377,,,group (monotypic),104,White Tern (Little),Gygis alba microrhyncha,"Marquesas, Phoenix and Line islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6336,104
6378,,,species,104,Sooty Tern,Onychoprion fuscatus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6337,104
6379,,,subspecies,104,,Onychoprion fuscatus fuscatus,"Gulf of Mexico, e Mexico and W Indies; Gulf of Guinea islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6338,104
6380,,,subspecies,104,,Onychoprion fuscatus nubilosus,S Red Sea and Indian Ocean to Ryukyu Is. and Philippines,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6339,104
6381,,,subspecies,104,,Onychoprion fuscatus infuscatus,Central Indonesia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6340,104
6382,,,subspecies,104,,Onychoprion fuscatus serratus,"New Guinea, Australia and New Caledonia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6341,104
6383,,,subspecies,104,,Onychoprion fuscatus kermadeci,Kermadec Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6342,104
6384,,,subspecies,104,,Onychoprion fuscatus oahuensis,Bonin Islands to Hawaii and South Pacific islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6343,104
6385,,,subspecies,104,,Onychoprion fuscatus crissalis,Islands off w Mexico and Central America to Galapagos Is.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6344,104
6386,,,subspecies,104,,Onychoprion fuscatus luctuosus,Juan Fernández Islands (off Chile),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6345,104
6387,,,species,104,Gray-backed Tern,Onychoprion lunatus,Islands in tropical Pacific Ocean,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6346,104
6388,,,species,104,Bridled Tern,Onychoprion anaethetus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6347,104
6389,,,subspecies,104,,Onychoprion anaethetus melanopterus,Coastal w Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6348,104
6390,,,subspecies,104,,Onychoprion anaethetus fuligulus,Red Sea and East Africa to India,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6349,104
6391,,,subspecies,104,,Onychoprion anaethetus antarcticus,"Madagascar, Aldabra, Seychelles, Mascarene and Andaman is.",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6350,104
6392,,,subspecies,104,,Onychoprion anaethetus anaethetus,"Ryukyu Is., Taiwan, Philippines, Indonesia and Australia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6351,104
6393,,,subspecies,104,,Onychoprion anaethetus nelsoni,W coast of Mexico and Central America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6352,104
6394,,,subspecies,104,,Onychoprion anaethetus recognitus,"West Indies, Belize and islands off Venezuela",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6353,104
6396,,,species,104,Aleutian Tern,Onychoprion aleuticus,Alaska and Siberia; winters to Singapore and Indonesia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6355,104
6397,,,species,104,Little Tern,Sternula albifrons,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6356,104
6398,,,subspecies,104,,Sternula albifrons albifrons,Europe to w Asia and w Indian Ocean; winters Africa to India,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6357,104
6399,,,subspecies,104,,Sternula albifrons guineae,Ghana to Gabon,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6358,104
6400,,,subspecies,104,,Sternula albifrons innominata,Islands in Persian Gulf,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6359,104
6401,,,subspecies,104,,Sternula albifrons pusilla,"NE India, Sri Lanka, Myanmar and islands off Sumatra and Java",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6360,104
6402,,,subspecies,104,,Sternula albifrons sinensis,"SE Russia to Japan, SE Asia, Philippines and New Guinea",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6361,104
6403,,,subspecies,104,,Sternula albifrons placens,E Australia and e Tasmania,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6362,104
6404,,,species,104,Least Tern,Sternula antillarum,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6363,104
6405,,,subspecies,104,,Sternula antillarum browni,S California to Baja and w Mexico; winters to Central America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6364,104
6406,,,subspecies,104,,Sternula antillarum athalassos,N Great Plains to Louisiana and Texas; winters to n Brazil,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6365,104
6407,,,subspecies,104,,Sternula antillarum antillarum,"E US to Honduras, Caribbean and Guianas; winters to n Brazil",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6366,104
6409,,,species,104,Yellow-billed Tern,Sternula superciliaris,Rivers and lakes of South America east of the Andes,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6368,104
6410,,,species,104,Australian Fairy Tern,Sternula nereis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6369,104
6411,,,subspecies,104,,Sternula nereis horni,Western Australia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6370,104
6412,,,subspecies,104,,Sternula nereis nereis,"South Australia, Victoria and Tasmania",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6371,104
6413,,,subspecies,104,,Sternula nereis exsul,New Caledonia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6372,104
6414,,,subspecies,104,,Sternula nereis davisae,N North I. (New Zealand),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6373,104
6417,,,species,104,Peruvian Tern,Sternula lorata,Arid Humboldt Current coasts of Ecuador to n Chile,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6376,104
6418,,,species,104,Saunders's Tern,Sternula saundersi,Red Sea to India and Sri Lanka; winters to Malay Peninsula,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6377,104
6420,,,species,104,Damara Tern,Sternula balaenarum,Coastal Namibia to Cape Province; winters to n Angola,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6379,104
6421,,,species,104,Large-billed Tern,Phaetusa simplex,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6380,104
6422,,,subspecies,104,,Phaetusa simplex simplex,E Colombia to e Brazil and Amazonia; Trinidad; w Ecuador,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6381,104
6423,,,subspecies,104,,Phaetusa simplex chloropoda,Basins of Río Paraguay and Río Paraná to n Argentina,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6382,104
6424,,,species,104,Gull-billed Tern,Gelochelidon nilotica,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6383,104
6425,,,group (polytypic),,Gull-billed Tern (Gull-billed),Gelochelidon nilotica [nilotica Group],,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6384,
6426,,,subspecies,104,,Gelochelidon nilotica nilotica,Palearctic; winters tropical Africa and Persian Gulf to India,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6385,104
6427,,,subspecies,104,,Gelochelidon nilotica affinis,Transbaikalia to Manchuria and e China; winters SE Asia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6386,104
6428,,,subspecies,105,,Gelochelidon nilotica aranea,E US to Gr. Antilles and Yucatán; winters to Brazil and Peru,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6387,105
6429,,,subspecies,105,,Gelochelidon nilotica vanrossemi,California to n Baja and nw Mexico; winters to Ecuador,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6388,105
6430,,,subspecies,105,,Gelochelidon nilotica gronvoldi,Coasts and rivers of French Guiana to ne Argentina,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6389,105
6431,,,group (monotypic),105,Gull-billed Tern (Australian),Gelochelidon nilotica macrotarsa,Australia (except arid areas),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6390,105
6432,,,species,105,Caspian Tern,Hydroprogne caspia,Cosmopolitan—wide distribution worldwide,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6391,105
6433,,,species,105,Inca Tern,Larosterna inca,Islands off Peru and Chile; ranges rarely n to Ecuador,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6392,105
6434,,,species,105,Black Tern,Chlidonias niger,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6393,105
6435,,,group (monotypic),105,Black Tern (Eurasian),Chlidonias niger niger,W Palearctic; winters in Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6394,105
6436,,,group (monotypic),105,Black Tern (American),Chlidonias niger surinamensis,N North America; winters Central America and n S America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6395,105
6437,,,species,105,White-winged Tern,Chlidonias leucopterus,"Palearctic; winters to Africa, s Asia and Australasia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6396,105
6438,,,species,105,Whiskered Tern,Chlidonias hybrida,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6397,105
6439,,,subspecies,105,,Chlidonias hybrida hybrida,"breeds northwestern Africa and central and southern Europe to southeastern Siberia, eastern China and south to Pakistan and northern India; winters Africa and southern and southeastern Asia to Thai-Malay Peninsula, Sulawesi, and the Philippines",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6398,105
6440,,,subspecies,105,,Chlidonias hybrida delalandii,"eastern and southern Africa, and Madagascar",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6399,105
6441,,,subspecies,105,,Chlidonias hybrida javanicus,"breeds Australia; winters northern Australia north to New Guinea, the Sunda Islands, and the Philippines",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6400,105
6442,,,species,105,Black-fronted Tern,Chlidonias albostriatus,South I.; disperses to Stewart I. and North I. (New Zealand),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6401,105
6444,,,species,105,Roseate Tern,Sterna dougallii,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6403,105
6445,,,subspecies,105,,Sterna dougallii dougallii,"Coastal e N America to W Indies; Azores, Europe and Africa",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6404,105
6446,,,subspecies,105,,Sterna dougallii arideensis,Seychelles to Madagascar and Rodrigues I.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6405,105
6447,,,subspecies,105,,Sterna dougallii korustes,"Sri Lanka, Andaman Islands and Mergui Archipelago",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6406,105
6448,,,subspecies,105,,Sterna dougallii bangsi,"Arabian Sea; e China to New Guinea, Solomons and Ryukyus",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6407,105
6449,,,subspecies,105,,Sterna dougallii gracilis,Moluccas and n and w Australia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6408,105
6450,,,species,105,White-fronted Tern,Sterna striata,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6409,105
6451,,,subspecies,105,,Sterna striata incerta,Flinders I. and Cape Barren I. (off Tasmania),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6410,105
6452,,,subspecies,105,,Sterna striata striata,Breeds New Zealand; winters coastal se Australia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6411,105
6453,,,subspecies,105,,Sterna striata aucklandorna,"Chatham Islands, Auckland Islands and (?) Snares Islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6412,105
6454,,,species,105,Black-naped Tern,Sterna sumatrana,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6413,105
6455,,,subspecies,105,,Sterna sumatrana sumatrana,"Andaman and Nicobar islands east to eastern China and southern Japan, south through southeast Asia to the Philippines, the Sunda Islands, New Guinea and northern Australia, Micronesia, Melanesia, and west central Polynesia (east to Samoa)",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6414,105
6456,,,subspecies,105,,Sterna sumatrana mathewsi,"Aldabra, Amirante, Chagos and Maldive islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6415,105
6457,,,species,105,Common Tern,Sterna hirundo,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6416,105
6458,,,group (polytypic),,Common Tern (hirundo/tibetana),Sterna hirundo hirundo/tibetana,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6417,
6459,,,subspecies,105,,Sterna hirundo hirundo,"N Am., S Am., Atlantic islands, Europe and w Africa to China",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6418,105
6460,,,subspecies,105,,Sterna hirundo tibetana,"breeds from central Asia to northern Mongolia, and Kashmir to Tibet; winters in the Indian Ocean",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6419,105
