Focal Common Name,Focal Scientific Name,Focal AOU,Competitor Common Name,Competitor Scientific Name,Competitor AOU,Main Competitor (1)
Red-winged Blackbird,Agelaius phoeniceus,4980,Rusty Blackbird,Euphagus carolinus,5090,0
Red-winged Blackbird,Agelaius phoeniceus,4980,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Baltimore Oriole,Icterus galbula,5070,Bobolink,Dolichonyx oryzivorus,4940,0
Baltimore Oriole,Icterus galbula,5070,Brown-headed Cowbird,Molothrus ater,4950,1
Baltimore Oriole,Icterus galbula,5070,Bronzed Cowbird,Molothrus aeneus,4960,0
Baltimore Oriole,Icterus galbula,5070,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Baltimore Oriole,Icterus galbula,5070,Red-winged Blackbird,Agelaius phoeniceus,4980,0
Baltimore Oriole,Icterus galbula,5070,Tricolored Blackbird,Agelaius tricolor,5000,0
Baltimore Oriole,Icterus galbula,5070,Altamira Oriole,Icterus gularis,5031,0
Baltimore Oriole,Icterus galbula,5070,Scott's Oriole,Icterus parisorum,5040,0
Baltimore Oriole,Icterus galbula,5070,Hooded Oriole,Icterus cucullatus,5050,0
Baltimore Oriole,Icterus galbula,5070,Orchard Oriole,Icterus spurius,5060,0
Baltimore Oriole,Icterus galbula,5070,Bullock's Oriole,Icterus bullockii,5080,0
Baltimore Oriole,Icterus galbula,5070,Rusty Blackbird,Euphagus carolinus,5090,0
Baltimore Oriole,Icterus galbula,5070,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Brown-headed Cowbird,Molothrus ater,4950,Bobolink,Dolichonyx oryzivorus,4940,0
Brown-headed Cowbird,Molothrus ater,4950,Bronzed Cowbird,Molothrus aeneus,4960,0
Brown-headed Cowbird,Molothrus ater,4950,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Brown-headed Cowbird,Molothrus ater,4950,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Brown-headed Cowbird,Molothrus ater,4950,Tricolored Blackbird,Agelaius tricolor,5000,0
Brown-headed Cowbird,Molothrus ater,4950,Altamira Oriole,Icterus gularis,5031,0
Brown-headed Cowbird,Molothrus ater,4950,Scott's Oriole,Icterus parisorum,5040,0
Brown-headed Cowbird,Molothrus ater,4950,Hooded Oriole,Icterus cucullatus,5050,0
Brown-headed Cowbird,Molothrus ater,4950,Baltimore Oriole,Icterus galbula,5070,0
Brown-headed Cowbird,Molothrus ater,4950,Bullock's Oriole,Icterus bullockii,5080,0
Brown-headed Cowbird,Molothrus ater,4950,Rusty Blackbird,Euphagus carolinus,5090,0
Brown-headed Cowbird,Molothrus ater,4950,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Bullock's Oriole,Icterus bullockii,5080,Bobolink,Dolichonyx oryzivorus,4940,0
Bullock's Oriole,Icterus bullockii,5080,Brown-headed Cowbird,Molothrus ater,4950,0
Bullock's Oriole,Icterus bullockii,5080,Bronzed Cowbird,Molothrus aeneus,4960,0
Bullock's Oriole,Icterus bullockii,5080,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Bullock's Oriole,Icterus bullockii,5080,Red-winged Blackbird,Agelaius phoeniceus,4980,0
Bullock's Oriole,Icterus bullockii,5080,Tricolored Blackbird,Agelaius tricolor,5000,0
Bullock's Oriole,Icterus bullockii,5080,Altamira Oriole,Icterus gularis,5031,0
Bullock's Oriole,Icterus bullockii,5080,Scott's Oriole,Icterus parisorum,5040,0
Bullock's Oriole,Icterus bullockii,5080,Hooded Oriole,Icterus cucullatus,5050,0
Bullock's Oriole,Icterus bullockii,5080,Orchard Oriole,Icterus spurius,5060,0
Bullock's Oriole,Icterus bullockii,5080,Baltimore Oriole,Icterus galbula,5070,1
Bullock's Oriole,Icterus bullockii,5080,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Orchard Oriole,Icterus spurius,5060,Bobolink,Dolichonyx oryzivorus,4940,0
Orchard Oriole,Icterus spurius,5060,Scott's Oriole,Icterus parisorum,5040,0
Orchard Oriole,Icterus spurius,5060,Hooded Oriole,Icterus cucullatus,5050,0
Orchard Oriole,Icterus spurius,5060,Baltimore Oriole,Icterus galbula,5070,1
Orchard Oriole,Icterus spurius,5060,Bullock's Oriole,Icterus bullockii,5080,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Brown-headed Cowbird,Molothrus ater,4950,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Bronzed Cowbird,Molothrus aeneus,4960,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Brewer's Blackbird,Euphagus cyanocephalus,5100,Tricolored Blackbird,Agelaius tricolor,5000,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Eastern Meadowlark,Sturnella magna,5010,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Western Meadowlark,Sturnella neglecta,5011,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Altamira Oriole,Icterus gularis,5031,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Spot-breasted Oriole,Icterus pectoralis,5032,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Scott's Oriole,Icterus parisorum,5040,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Baltimore Oriole,Icterus galbula,5070,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Bullock's Oriole,Icterus bullockii,5080,0
Brewer's Blackbird,Euphagus cyanocephalus,5100,Rusty Blackbird,Euphagus carolinus,5090,0
Bronzed Cowbird,Molothrus aeneus,4960,Brown-headed Cowbird,Molothrus ater,4950,0
Bronzed Cowbird,Molothrus aeneus,4960,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Bronzed Cowbird,Molothrus aeneus,4960,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Bronzed Cowbird,Molothrus aeneus,4960,Eastern Meadowlark,Sturnella magna,5010,0
Bronzed Cowbird,Molothrus aeneus,4960,Western Meadowlark,Sturnella neglecta,5011,0
Bronzed Cowbird,Molothrus aeneus,4960,Altamira Oriole,Icterus gularis,5031,0
Bronzed Cowbird,Molothrus aeneus,4960,Scott's Oriole,Icterus parisorum,5040,0
Bronzed Cowbird,Molothrus aeneus,4960,Baltimore Oriole,Icterus galbula,5070,0
Bronzed Cowbird,Molothrus aeneus,4960,Bullock's Oriole,Icterus bullockii,5080,0
Bronzed Cowbird,Molothrus aeneus,4960,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Bobolink,Dolichonyx oryzivorus,4940,Brown-headed Cowbird,Molothrus ater,4950,0
Bobolink,Dolichonyx oryzivorus,4940,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Bobolink,Dolichonyx oryzivorus,4940,Scott's Oriole,Icterus parisorum,5040,0
Bobolink,Dolichonyx oryzivorus,4940,Orchard Oriole,Icterus spurius,5060,0
Bobolink,Dolichonyx oryzivorus,4940,Baltimore Oriole,Icterus galbula,5070,0
Bobolink,Dolichonyx oryzivorus,4940,Bullock's Oriole,Icterus bullockii,5080,0
Western Meadowlark,Sturnella neglecta,5011,Bronzed Cowbird,Molothrus aeneus,4960,0
Western Meadowlark,Sturnella neglecta,5011,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Western Meadowlark,Sturnella neglecta,5011,Tricolored Blackbird,Agelaius tricolor,5000,0
Western Meadowlark,Sturnella neglecta,5011,Eastern Meadowlark,Sturnella magna,5010,0
Western Meadowlark,Sturnella neglecta,5011,Rusty Blackbird,Euphagus carolinus,5090,0
Western Meadowlark,Sturnella neglecta,5011,Brewer's Blackbird,Euphagus cyanocephalus,5100,1
Western Meadowlark,Sturnella neglecta,5011,Common Grackle,Quiscalus quiscula,5110,0
Western Meadowlark,Sturnella neglecta,5011,Great-tailed Grackle,Quiscalus mexicanus,5120,0
Eastern Meadowlark,Sturnella magna,5010,Bronzed Cowbird,Molothrus aeneus,4960,0
Eastern Meadowlark,Sturnella magna,5010,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Eastern Meadowlark,Sturnella magna,5010,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Eastern Meadowlark,Sturnella magna,5010,Western Meadowlark,Sturnella neglecta,5011,0
Eastern Meadowlark,Sturnella magna,5010,Altamira Oriole,Icterus gularis,5031,0
Eastern Meadowlark,Sturnella magna,5010,Rusty Blackbird,Euphagus carolinus,5090,0
Eastern Meadowlark,Sturnella magna,5010,Brewer's Blackbird,Euphagus cyanocephalus,5100,0
Eastern Meadowlark,Sturnella magna,5010,Common Grackle,Quiscalus quiscula,5110,0
Eastern Meadowlark,Sturnella magna,5010,Great-tailed Grackle,Quiscalus mexicanus,5120,0
Eastern Meadowlark,Sturnella magna,5010,Boat-tailed Grackle,Quiscalus major,5130,0
Common Grackle,Quiscalus quiscula,5110,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,0
Common Grackle,Quiscalus quiscula,5110,Eastern Meadowlark,Sturnella magna,5010,1
Common Grackle,Quiscalus quiscula,5110,Western Meadowlark,Sturnella neglecta,5011,0
Common Grackle,Quiscalus quiscula,5110,Great-tailed Grackle,Quiscalus mexicanus,5120,0
Common Grackle,Quiscalus quiscula,5110,Boat-tailed Grackle,Quiscalus major,5130,0
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,4970,Red-winged Blackbird,Agelaius phoeniceus,4980,1
Boat-tailed Grackle,Quiscalus major,5130,Eastern Meadowlark,Sturnella magna,5010,0
Boat-tailed Grackle,Quiscalus major,5130,Common Grackle,Quiscalus quiscula,5110,1
Hooded Oriole,Icterus cucullatus,5050,Scott's Oriole,Icterus parisorum,5040,0
Hooded Oriole,Icterus cucullatus,5050,Bullock's Oriole,Icterus bullockii,5080,1
Scott's Oriole,Icterus parisorum,5040,Hooded Oriole,Icterus cucullatus,5050,0
Scott's Oriole,Icterus parisorum,5040,Bullock's Oriole,Icterus bullockii,5080,1
White-winged Crossbill,Loxia leucoptera,5220,Purple Finch,Carpodacus purpureus,5170,0
White-winged Crossbill,Loxia leucoptera,5220,Red Crossbill,Loxia curvirostra,5210,1
House Finch,Carpodacus mexicanus,5190,Purple Finch,Carpodacus purpureus,5170,0
House Finch,Carpodacus mexicanus,5190,Cassin's Finch,Carpodacus cassinii,5180,0
House Finch,Carpodacus mexicanus,5190,Red Crossbill,Loxia curvirostra,5210,0
House Finch,Carpodacus mexicanus,5190,White-winged Crossbill,Loxia leucoptera,5220,0
House Finch,Carpodacus mexicanus,5190,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,5240,0
House Finch,Carpodacus mexicanus,5190,Black Rosy-Finch,Leucosticte atrata,5250,0
House Finch,Carpodacus mexicanus,5190,Hoary Redpoll,Carduelis flammea,5270,1
House Finch,Carpodacus mexicanus,5190,Hoary Redpoll,Carduelis flammea,5270,1
House Finch,Carpodacus mexicanus,5190,American Goldfinch,Carduelis tristis,5290,0
House Finch,Carpodacus mexicanus,5190,Lawrence's Goldfinch,Carduelis lawrencei,5310,0
House Finch,Carpodacus mexicanus,5190,Pine Siskin,Carduelis pinus,5330,0
American Goldfinch,Carduelis tristis,5290,Purple Finch,Carpodacus purpureus,5170,0
American Goldfinch,Carduelis tristis,5290,House Finch,Carpodacus mexicanus,5190,0
American Goldfinch,Carduelis tristis,5290,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,5240,0
American Goldfinch,Carduelis tristis,5290,Black Rosy-Finch,Leucosticte atrata,5250,0
American Goldfinch,Carduelis tristis,5290,Hoary Redpoll,Carduelis flammea,5270,1
American Goldfinch,Carduelis tristis,5290,Hoary Redpoll,Carduelis flammea,5270,1
American Goldfinch,Carduelis tristis,5290,Lesser Goldfinch,Carduelis psaltria,5300,0
American Goldfinch,Carduelis tristis,5290,Lawrence's Goldfinch,Carduelis lawrencei,5310,0
American Goldfinch,Carduelis tristis,5290,Pine Siskin,Carduelis pinus,5330,0
Red Crossbill,Loxia curvirostra,5210,Purple Finch,Carpodacus purpureus,5170,0
Red Crossbill,Loxia curvirostra,5210,White-winged Crossbill,Loxia leucoptera,5220,1
Common Redpoll,Carduelis flammea,5280,Purple Finch,Carpodacus purpureus,5170,0
Common Redpoll,Carduelis flammea,5280,Hoary Redpoll,Carduelis flammea,5270,1
Common Redpoll,Carduelis flammea,5280,Pine Siskin,Carduelis pinus,5330,0
Purple Finch,Carpodacus purpureus,5170,Cassin's Finch,Carpodacus cassinii,5180,0
Purple Finch,Carpodacus purpureus,5170,House Finch,Carpodacus mexicanus,5190,0
Purple Finch,Carpodacus purpureus,5170,Red Crossbill,Loxia curvirostra,5210,0
Purple Finch,Carpodacus purpureus,5170,White-winged Crossbill,Loxia leucoptera,5220,0
Purple Finch,Carpodacus purpureus,5170,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,5240,0
Purple Finch,Carpodacus purpureus,5170,Hoary Redpoll,Carduelis flammea,5270,1
Purple Finch,Carpodacus purpureus,5170,Hoary Redpoll,Carduelis flammea,5270,1
Purple Finch,Carpodacus purpureus,5170,American Goldfinch,Carduelis tristis,5290,0
Purple Finch,Carpodacus purpureus,5170,Pine Siskin,Carduelis pinus,5330,0
Cassin's Finch,Carpodacus cassinii,5180,House Finch,Carpodacus mexicanus,5190,1
Pine Siskin,Carduelis pinus,5330,Lesser Goldfinch,Carduelis psaltria,5300,1
Lesser Goldfinch,Carduelis psaltria,5300,Pine Siskin,Carduelis pinus,5330,1
Savannah Sparrow,Passerculus sandwichensis,5420,Snow Bunting,Plectrophenax nivalis,5340,0
Savannah Sparrow,Passerculus sandwichensis,5420,Lapland Longspur,Calcarius lapponicus,5360,0
Savannah Sparrow,Passerculus sandwichensis,5420,Smith's Longspur,Calcarius pictus,5370,0
Savannah Sparrow,Passerculus sandwichensis,5420,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Savannah Sparrow,Passerculus sandwichensis,5420,McCown's Longspur,Rhynchophanes mccownii,5390,0
Savannah Sparrow,Passerculus sandwichensis,5420,Vesper Sparrow,Pooecetes gramineus,5400,0
Savannah Sparrow,Passerculus sandwichensis,5420,Baird's Sparrow,Ammodramus bairdii,5450,0
Savannah Sparrow,Passerculus sandwichensis,5420,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Savannah Sparrow,Passerculus sandwichensis,5420,Henslow's Sparrow,Ammodramus henslowii,5470,0
Savannah Sparrow,Passerculus sandwichensis,5420,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Savannah Sparrow,Passerculus sandwichensis,5420,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,5490,0
Savannah Sparrow,Passerculus sandwichensis,5420,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
Savannah Sparrow,Passerculus sandwichensis,5420,Seaside Sparrow,Ammodramus maritimus,5500,0
Savannah Sparrow,Passerculus sandwichensis,5420,Lark Sparrow,Chondestes grammacus,5520,0
Savannah Sparrow,Passerculus sandwichensis,5420,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Savannah Sparrow,Passerculus sandwichensis,5420,Golden-crowned Sparrow,Zonotrichia atricapilla,5570,0
Savannah Sparrow,Passerculus sandwichensis,5420,White-throated Sparrow,Zonotrichia albicollis,5580,0
Savannah Sparrow,Passerculus sandwichensis,5420,American Tree Sparrow,Spizella arborea,5590,0
Savannah Sparrow,Passerculus sandwichensis,5420,Chipping Sparrow,Spizella passerina,5600,0
Savannah Sparrow,Passerculus sandwichensis,5420,Clay-colored Sparrow,Spizella pallida,5610,0
Savannah Sparrow,Passerculus sandwichensis,5420,Brewer's Sparrow,Spizella breweri,5620,0
Savannah Sparrow,Passerculus sandwichensis,5420,Field Sparrow,Spizella pusilla,5630,0
Savannah Sparrow,Passerculus sandwichensis,5420,Black-chinned Sparrow,Spizella atrogularis,5650,0
Savannah Sparrow,Passerculus sandwichensis,5420,Dark-eyed Junco,Junco hyemalis,5677,1
Savannah Sparrow,Passerculus sandwichensis,5420,Black-throated Sparrow,Amphispiza bilineata,5730,0
Savannah Sparrow,Passerculus sandwichensis,5420,Sage Sparrow,Amphispiza belli,5740,0
Savannah Sparrow,Passerculus sandwichensis,5420,Botteri's Sparrow,Peucaea botterii,5760,0
Savannah Sparrow,Passerculus sandwichensis,5420,Cassin's Sparrow,Peucaea cassinii,5780,0
Savannah Sparrow,Passerculus sandwichensis,5420,Rufous-winged Sparrow,Peucaea carpalis,5790,0
Savannah Sparrow,Passerculus sandwichensis,5420,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Savannah Sparrow,Passerculus sandwichensis,5420,Song Sparrow,Melospiza melodia,5810,0
Savannah Sparrow,Passerculus sandwichensis,5420,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Savannah Sparrow,Passerculus sandwichensis,5420,Swamp Sparrow,Melospiza georgiana,5840,0
Savannah Sparrow,Passerculus sandwichensis,5420,Fox Sparrow,Passerella iliaca,5850,0
Savannah Sparrow,Passerculus sandwichensis,5420,Olive Sparrow,Arremonops rufivirgatus,5860,0
Savannah Sparrow,Passerculus sandwichensis,5420,Eastern Towhee,Pipilo erythrophthalmus,5870,0
Savannah Sparrow,Passerculus sandwichensis,5420,Spotted Towhee,Pipilo maculatus,5880,0
Savannah Sparrow,Passerculus sandwichensis,5420,Green-tailed Towhee,Pipilo chlorurus,5900,0
Savannah Sparrow,Passerculus sandwichensis,5420,Lark Bunting,Calamospiza melanocorys,6050,0
White-throated Sparrow,Zonotrichia albicollis,5580,Snow Bunting,Plectrophenax nivalis,5340,0
White-throated Sparrow,Zonotrichia albicollis,5580,Lapland Longspur,Calcarius lapponicus,5360,0
White-throated Sparrow,Zonotrichia albicollis,5580,Smith's Longspur,Calcarius pictus,5370,0
White-throated Sparrow,Zonotrichia albicollis,5580,Chestnut-collared Longspur,Calcarius ornatus,5380,0
White-throated Sparrow,Zonotrichia albicollis,5580,McCown's Longspur,Rhynchophanes mccownii,5390,0
White-throated Sparrow,Zonotrichia albicollis,5580,Vesper Sparrow,Pooecetes gramineus,5400,0
White-throated Sparrow,Zonotrichia albicollis,5580,Savannah Sparrow,Passerculus sandwichensis,5420,1
White-throated Sparrow,Zonotrichia albicollis,5580,Baird's Sparrow,Ammodramus bairdii,5450,0
White-throated Sparrow,Zonotrichia albicollis,5580,Grasshopper Sparrow,Ammodramus savannarum,5460,0
White-throated Sparrow,Zonotrichia albicollis,5580,Henslow's Sparrow,Ammodramus henslowii,5470,0
White-throated Sparrow,Zonotrichia albicollis,5580,Le Conte's Sparrow,Ammodramus leconteii,5480,0
White-throated Sparrow,Zonotrichia albicollis,5580,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,5490,0
White-throated Sparrow,Zonotrichia albicollis,5580,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
White-throated Sparrow,Zonotrichia albicollis,5580,Seaside Sparrow,Ammodramus maritimus,5500,0
White-throated Sparrow,Zonotrichia albicollis,5580,Lark Sparrow,Chondestes grammacus,5520,0
White-throated Sparrow,Zonotrichia albicollis,5580,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
White-throated Sparrow,Zonotrichia albicollis,5580,Golden-crowned Sparrow,Zonotrichia atricapilla,5570,0
White-throated Sparrow,Zonotrichia albicollis,5580,American Tree Sparrow,Spizella arborea,5590,0
White-throated Sparrow,Zonotrichia albicollis,5580,Field Sparrow,Spizella pusilla,5630,0
White-throated Sparrow,Zonotrichia albicollis,5580,Dark-eyed Junco,Junco hyemalis,5677,0
White-throated Sparrow,Zonotrichia albicollis,5580,Song Sparrow,Melospiza melodia,5810,0
White-throated Sparrow,Zonotrichia albicollis,5580,Lincoln's Sparrow,Melospiza lincolnii,5830,0
White-throated Sparrow,Zonotrichia albicollis,5580,Swamp Sparrow,Melospiza georgiana,5840,0
White-throated Sparrow,Zonotrichia albicollis,5580,Fox Sparrow,Passerella iliaca,5850,0
White-throated Sparrow,Zonotrichia albicollis,5580,Eastern Towhee,Pipilo erythrophthalmus,5870,0
White-throated Sparrow,Zonotrichia albicollis,5580,Spotted Towhee,Pipilo maculatus,5880,0
White-throated Sparrow,Zonotrichia albicollis,5580,Lark Bunting,Calamospiza melanocorys,6050,0
Eastern Towhee,Pipilo erythrophthalmus,5870,McCown's Longspur,Rhynchophanes mccownii,5390,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Vesper Sparrow,Pooecetes gramineus,5400,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Savannah Sparrow,Passerculus sandwichensis,5420,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Seaside Sparrow,Ammodramus maritimus,5500,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Lark Sparrow,Chondestes grammacus,5520,0
Eastern Towhee,Pipilo erythrophthalmus,5870,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Eastern Towhee,Pipilo erythrophthalmus,5870,White-throated Sparrow,Zonotrichia albicollis,5580,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Song Sparrow,Melospiza melodia,5810,1
Eastern Towhee,Pipilo erythrophthalmus,5870,Fox Sparrow,Passerella iliaca,5850,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Spotted Towhee,Pipilo maculatus,5880,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Canyon Towhee,Melozone fuscus,5910,0
Eastern Towhee,Pipilo erythrophthalmus,5870,Lark Bunting,Calamospiza melanocorys,6050,0
Song Sparrow,Melospiza melodia,5810,Lapland Longspur,Calcarius lapponicus,5360,0
Song Sparrow,Melospiza melodia,5810,Smith's Longspur,Calcarius pictus,5370,0
Song Sparrow,Melospiza melodia,5810,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Song Sparrow,Melospiza melodia,5810,McCown's Longspur,Rhynchophanes mccownii,5390,0
Song Sparrow,Melospiza melodia,5810,Vesper Sparrow,Pooecetes gramineus,5400,0
Song Sparrow,Melospiza melodia,5810,Savannah Sparrow,Passerculus sandwichensis,5420,0
Song Sparrow,Melospiza melodia,5810,Baird's Sparrow,Ammodramus bairdii,5450,0
Song Sparrow,Melospiza melodia,5810,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Song Sparrow,Melospiza melodia,5810,Henslow's Sparrow,Ammodramus henslowii,5470,0
Song Sparrow,Melospiza melodia,5810,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Song Sparrow,Melospiza melodia,5810,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,5490,0
Song Sparrow,Melospiza melodia,5810,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
Song Sparrow,Melospiza melodia,5810,Seaside Sparrow,Ammodramus maritimus,5500,0
Song Sparrow,Melospiza melodia,5810,Lark Sparrow,Chondestes grammacus,5520,0
Song Sparrow,Melospiza melodia,5810,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Song Sparrow,Melospiza melodia,5810,Golden-crowned Sparrow,Zonotrichia atricapilla,5570,0
Song Sparrow,Melospiza melodia,5810,White-throated Sparrow,Zonotrichia albicollis,5580,0
Song Sparrow,Melospiza melodia,5810,American Tree Sparrow,Spizella arborea,5590,0
Song Sparrow,Melospiza melodia,5810,Chipping Sparrow,Spizella passerina,5600,1
Song Sparrow,Melospiza melodia,5810,Clay-colored Sparrow,Spizella pallida,5610,0
Song Sparrow,Melospiza melodia,5810,Brewer's Sparrow,Spizella breweri,5620,0
Song Sparrow,Melospiza melodia,5810,Field Sparrow,Spizella pusilla,5630,0
Song Sparrow,Melospiza melodia,5810,Black-chinned Sparrow,Spizella atrogularis,5650,0
Song Sparrow,Melospiza melodia,5810,Dark-eyed Junco,Junco hyemalis,5677,0
Song Sparrow,Melospiza melodia,5810,Yellow-eyed Junco,Junco phaeonotus,5700,0
Song Sparrow,Melospiza melodia,5810,Black-throated Sparrow,Amphispiza bilineata,5730,0
Song Sparrow,Melospiza melodia,5810,Sage Sparrow,Amphispiza belli,5740,0
Song Sparrow,Melospiza melodia,5810,Bachman's Sparrow,Peucaea aestivalis,5750,0
Song Sparrow,Melospiza melodia,5810,Botteri's Sparrow,Peucaea botterii,5760,0
Song Sparrow,Melospiza melodia,5810,Cassin's Sparrow,Peucaea cassinii,5780,0
Song Sparrow,Melospiza melodia,5810,Rufous-winged Sparrow,Peucaea carpalis,5790,0
Song Sparrow,Melospiza melodia,5810,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Song Sparrow,Melospiza melodia,5810,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Song Sparrow,Melospiza melodia,5810,Swamp Sparrow,Melospiza georgiana,5840,0
Song Sparrow,Melospiza melodia,5810,Fox Sparrow,Passerella iliaca,5850,0
Song Sparrow,Melospiza melodia,5810,Olive Sparrow,Arremonops rufivirgatus,5860,0
Song Sparrow,Melospiza melodia,5810,Eastern Towhee,Pipilo erythrophthalmus,5870,0
Song Sparrow,Melospiza melodia,5810,Spotted Towhee,Pipilo maculatus,5880,0
Song Sparrow,Melospiza melodia,5810,Green-tailed Towhee,Pipilo chlorurus,5900,0
Song Sparrow,Melospiza melodia,5810,Lark Bunting,Calamospiza melanocorys,6050,0
American Tree Sparrow,Spizella arborea,5590,Lapland Longspur,Calcarius lapponicus,5360,0
American Tree Sparrow,Spizella arborea,5590,Smith's Longspur,Calcarius pictus,5370,0
American Tree Sparrow,Spizella arborea,5590,Vesper Sparrow,Pooecetes gramineus,5400,0
American Tree Sparrow,Spizella arborea,5590,Savannah Sparrow,Passerculus sandwichensis,5420,1
American Tree Sparrow,Spizella arborea,5590,Le Conte's Sparrow,Ammodramus leconteii,5480,0
American Tree Sparrow,Spizella arborea,5590,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
American Tree Sparrow,Spizella arborea,5590,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
American Tree Sparrow,Spizella arborea,5590,Golden-crowned Sparrow,Zonotrichia atricapilla,5570,0
American Tree Sparrow,Spizella arborea,5590,White-throated Sparrow,Zonotrichia albicollis,5580,0
American Tree Sparrow,Spizella arborea,5590,Chipping Sparrow,Spizella passerina,5600,0
American Tree Sparrow,Spizella arborea,5590,Dark-eyed Junco,Junco hyemalis,5677,0
American Tree Sparrow,Spizella arborea,5590,Song Sparrow,Melospiza melodia,5810,0
American Tree Sparrow,Spizella arborea,5590,Lincoln's Sparrow,Melospiza lincolnii,5830,0
American Tree Sparrow,Spizella arborea,5590,Swamp Sparrow,Melospiza georgiana,5840,0
American Tree Sparrow,Spizella arborea,5590,Fox Sparrow,Passerella iliaca,5850,0
Field Sparrow,Spizella pusilla,5630,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Field Sparrow,Spizella pusilla,5630,McCown's Longspur,Rhynchophanes mccownii,5390,0
Field Sparrow,Spizella pusilla,5630,Savannah Sparrow,Passerculus sandwichensis,5420,0
Field Sparrow,Spizella pusilla,5630,Baird's Sparrow,Ammodramus bairdii,5450,0
Field Sparrow,Spizella pusilla,5630,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Field Sparrow,Spizella pusilla,5630,Henslow's Sparrow,Ammodramus henslowii,5470,0
Field Sparrow,Spizella pusilla,5630,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Field Sparrow,Spizella pusilla,5630,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,5490,0
Field Sparrow,Spizella pusilla,5630,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
Field Sparrow,Spizella pusilla,5630,Seaside Sparrow,Ammodramus maritimus,5500,0
Field Sparrow,Spizella pusilla,5630,White-throated Sparrow,Zonotrichia albicollis,5580,0
Field Sparrow,Spizella pusilla,5630,Chipping Sparrow,Spizella passerina,5600,1
