Focal Common Name,Focal Scientific Name,Focal AOU,Competitor Common Name,Competitor Scientific Name,Competitor AOU,Main Competitor (1)
White-breasted Nuthatch,Sitta carolinensis,7270,Pygmy Nuthatch,Sitta pygmaea,7300,1
Carolina Chickadee,Parus carolinensis,7360,Tufted Titmouse,Baeolophus bicolor,7310,1
Carolina Chickadee,Parus carolinensis,7360,Black-crested Titmouse,Baeolophus atricristatus,7320,0
Carolina Chickadee,Parus carolinensis,7360,Black-capped Chickadee,Parus atricapillus,7350,0
Black-capped Chickadee,Parus atricapillus,7350,Tufted Titmouse,Baeolophus bicolor,7310,0
Black-capped Chickadee,Parus atricapillus,7350,Carolina Chickadee,Parus carolinensis,7360,0
Black-capped Chickadee,Parus atricapillus,7350,Mountain Chickadee,Parus gambeli,7380,0
Black-capped Chickadee,Parus atricapillus,7350,Boreal Chickadee,Parus hudsonicus,7400,1
Black-capped Chickadee,Parus atricapillus,7350,Chestnut-backed Chickadee,Parus rufescens,7410,0
Tufted Titmouse,Baeolophus bicolor,7310,Black-capped Chickadee,Parus atricapillus,7350,0
Tufted Titmouse,Baeolophus bicolor,7310,Carolina Chickadee,Parus carolinensis,7360,1
Wrentit,Chamaea fasciata,7420,Oak Titmouse,Baeolophus inornatus,7330,1
Chestnut-backed Chickadee,Parus rufescens,7410,Oak Titmouse,Baeolophus inornatus,7330,0
Chestnut-backed Chickadee,Parus rufescens,7410,Bushtit,Psaltriparus minimus,7430,1
Mountain Chickadee,Parus gambeli,7380,Juniper Titmouse,Baeolophus ridgwayi,7331,1
Boreal Chickadee,Parus hudsonicus,7400,Black-capped Chickadee,Parus atricapillus,7350,1
Juniper Titmouse,Baeolophus ridgwayi,7331,Mountain Chickadee,Parus gambeli,7380,1
Oak Titmouse,Baeolophus inornatus,7330,Mountain Chickadee,Parus gambeli,7380,0
Oak Titmouse,Baeolophus inornatus,7330,Chestnut-backed Chickadee,Parus rufescens,7410,1
Bushtit,Psaltriparus minimus,7430,Chestnut-backed Chickadee,Parus rufescens,7410,1
Ruby-crowned Kinglet,Regulus calendula,7490,Golden-crowned Kinglet,Regulus satrapa,7480,1
Golden-crowned Kinglet,Regulus satrapa,7480,Ruby-crowned Kinglet,Regulus calendula,7490,1
Black-tailed Gnatcatcher,Polioptila melanura,7520,Blue-gray Gnatcatcher,Polioptila caerulea,7510,1
Blue-gray Gnatcatcher,Polioptila caerulea,7510,Black-tailed Gnatcatcher,Polioptila melanura,7520,1
Blue-gray Gnatcatcher,Polioptila caerulea,7510,California Gnatcatcher,Polioptila californica,7530,0
Mountain Bluebird,Sialia currucoides,7680,Townsend's Solitaire,Myadestes townsendi,7540,1
Wood Thrush,Hylocichla mustelina,7550,Veery,Catharus fuscescens,7560,0
Wood Thrush,Hylocichla mustelina,7550,Bicknell's Thrush,Catharus bicknelli,7571,0
Wood Thrush,Hylocichla mustelina,7550,Swainson's Thrush,Catharus ustulatus,7580,0
Wood Thrush,Hylocichla mustelina,7550,Hermit Thrush,Catharus guttatus,7590,0
Wood Thrush,Hylocichla mustelina,7550,American Robin,Turdus migratorius,7610,1
Wood Thrush,Hylocichla mustelina,7550,Eastern Bluebird,Sialia sialis,7660,0
Gray-cheeked Thrush,Catharus minimus,7570,Townsend's Solitaire,Myadestes townsendi,7540,0
Gray-cheeked Thrush,Catharus minimus,7570,Bicknell's Thrush,Catharus bicknelli,7571,0
Gray-cheeked Thrush,Catharus minimus,7570,Swainson's Thrush,Catharus ustulatus,7580,1
Gray-cheeked Thrush,Catharus minimus,7570,Hermit Thrush,Catharus guttatus,7590,0
Gray-cheeked Thrush,Catharus minimus,7570,Mountain Bluebird,Sialia currucoides,7680,0
Veery,Catharus fuscescens,7560,Townsend's Solitaire,Myadestes townsendi,7540,0
Veery,Catharus fuscescens,7560,Wood Thrush,Hylocichla mustelina,7550,0
Veery,Catharus fuscescens,7560,Bicknell's Thrush,Catharus bicknelli,7571,0
Veery,Catharus fuscescens,7560,Swainson's Thrush,Catharus ustulatus,7580,0
Veery,Catharus fuscescens,7560,Hermit Thrush,Catharus guttatus,7590,1
Veery,Catharus fuscescens,7560,Eastern Bluebird,Sialia sialis,7660,0
Veery,Catharus fuscescens,7560,Mountain Bluebird,Sialia currucoides,7680,0
Hermit Thrush,Catharus guttatus,7590,Townsend's Solitaire,Myadestes townsendi,7540,0
Hermit Thrush,Catharus guttatus,7590,Swainson's Thrush,Catharus ustulatus,7580,1
American Robin,Turdus migratorius,7610,Wood Thrush,Hylocichla mustelina,7550,1
American Robin,Turdus migratorius,7610,Varied Thrush,Zoothera naevia,7630,0
Eastern Bluebird,Sialia sialis,7660,Wood Thrush,Hylocichla mustelina,7550,1
Eastern Bluebird,Sialia sialis,7660,Veery,Catharus fuscescens,7560,0
Eastern Bluebird,Sialia sialis,7660,Swainson's Thrush,Catharus ustulatus,7580,0
Eastern Bluebird,Sialia sialis,7660,Hermit Thrush,Catharus guttatus,7590,0
Eastern Bluebird,Sialia sialis,7660,Mountain Bluebird,Sialia currucoides,7680,0
Swainson's Thrush,Catharus ustulatus,7580,Hermit Thrush,Catharus guttatus,7590,1
Townsend's Solitaire,Myadestes townsendi,7540,Hermit Thrush,Catharus guttatus,7590,1
Townsend's Solitaire,Myadestes townsendi,7540,Mountain Bluebird,Sialia currucoides,7680,0
Western Bluebird,Sialia mexicana,7670,Hermit Thrush,Catharus guttatus,7590,1
