"Focal","focalAOU","Competitor","compAOU","FocalArea","CompArea","area_overlap","mainCompetitor","PropOverlap"
"Spizella passerina",5600,"Spizella breweri",5620,13395245.5750865,3233895.91660086,3106552.98771789,0,0.231914597631244
"Spizella passerina",5600,"Spizella pusilla",5630,13395245.5750865,4039050.36773231,3743765.14092671,0,0.279484621610047
"Spizella passerina",5600,"Spizella atrogularis",5650,13395245.5750865,804989.10012114,604392.322991652,0,0.0451199135994749
"Spizella passerina",5600,"Junco hyemalis",5677,13395245.5750865,10673941.1649189,8230425.70964815,0,0.614428878030853
"Spizella passerina",5600,"Junco phaeonotus",5700,13395245.5750865,478320.620630106,408738.814130476,0,0.0305137230847548
"Spizella passerina",5600,"Amphispiza bilineata",5730,13395245.5750865,2452623.02669974,1366342.03522589,0,0.102002014637725
"Spizella passerina",5600,"Amphispiza belli",5740,13395245.5750865,1095012.82273199,1043975.46756584,0,0.0779362693810933
"Spizella passerina",5600,"Peucaea aestivalis",5750,13395245.5750865,761859.793420964,636677.026577721,0,0.0475300749813696
"Spizella passerina",5600,"Peucaea botterii",5760,13395245.5750865,982806.430075258,472377.461896324,0,0.0352645615377808
"Spizella passerina",5600,"Peucaea cassinii",5780,13395245.5750865,2032485.03261208,785301.619837916,0,0.058625399246019
"Spizella passerina",5600,"Peucaea carpalis",5790,13395245.5750865,175995.670678421,57353.2555900756,0,0.00428161285051358
"Spizella passerina",5600,"Aimophila ruficeps",5800,13395245.5750865,1184960.36958178,912422.271178853,0,0.0681153821379614
"Spizella passerina",5600,"Melospiza melodia",5810,13395245.5750865,10467092.5338424,9900170.39565369,0,0.739080917939032
"Spizella passerina",5600,"Melospiza lincolnii",5830,13395245.5750865,7630598.85274487,5902396.19670956,0,0.44063366838808
"Spizella passerina",5600,"Melospiza georgiana",5840,13395245.5750865,6095604.66530068,5304023.43057437,0,0.395963134893114
"Spizella passerina",5600,"Arremonops rufivirgatus",5860,13395245.5750865,484586.390039664,32180.8392412555,0,0.00240240756026958
"Melozone fuscus",5910,"Pooecetes gramineus",5400,1638373.97241055,6629775.05818193,158801.818193406,0,0.0969264776342607
"Melozone fuscus",5910,"Chondestes grammacus",5520,1638373.97241055,5633306.05649123,1040529.06786457,1,0.635098631561897
"Melozone fuscus",5910,"Zonotrichia leucophrys",5540,1638373.97241055,7442753.5511471,30838.1873105019,0,0.0188224348224536
"Melozone fuscus",5910,"Passerella iliaca",5850,1638373.97241055,7594105.57569288,6197.91408826066,0,0.00378296664414269
"Melozone fuscus",5910,"Arremonops rufivirgatus",5860,1638373.97241055,484586.390039664,11727.6294446225,0,0.00715809066923076
"Melozone fuscus",5910,"Pipilo erythrophthalmus",5870,1638373.97241055,6827908.14258934,651896.236125117,0,0.397892207214436
"Melozone fuscus",5910,"Pipilo maculatus",5880,1638373.97241055,3662633.88628235,651896.236125117,0,0.397892207214436
"Melozone fuscus",5910,"Pipilo chlorurus",5900,1638373.97241055,1742818.0859202,252911.427618527,0,0.154367337297489
"Melozone fuscus",5910,"Melozone aberti",5920,1638373.97241055,170238.58847112,98408.2338467382,0,0.0600645734758283
"Melozone fuscus",5910,"Calamospiza melanocorys",6050,1638373.97241055,1660954.01252565,61995.7752294635,0,0.0378398194023119
"Calcarius ornatus",5380,"Rhynchophanes mccownii",5390,799108.953395708,686197.742569414,491275.979732782,0,0.614779721394898
"Calcarius ornatus",5380,"Calamospiza melanocorys",6050,799108.953395708,1660954.01252565,730779.109548155,1,0.914492456182359
"Peucaea cassinii",5780,"Rhynchophanes mccownii",5390,2032485.03261208,686197.742569414,11492.2832616219,0,0.00565430154575476
"Peucaea cassinii",5780,"Pooecetes gramineus",5400,2032485.03261208,6629775.05818193,289240.421299143,0,0.142308758322034
"Peucaea cassinii",5780,"Passerculus sandwichensis",5420,2032485.03261208,14173809.8099877,174026.098272715,0,0.0856223270923981
"Peucaea cassinii",5780,"Ammodramus savannarum",5460,2032485.03261208,5217422.36345113,761519.022035463,0,0.37467386466152
"Peucaea cassinii",5780,"Chondestes grammacus",5520,2032485.03261208,5633306.05649123,1742952.06271345,1,0.857547305267713
"Peucaea cassinii",5780,"Zonotrichia leucophrys",5540,2032485.03261208,7442753.5511471,41151.1412835925,0,0.0202467130745393
"Peucaea cassinii",5780,"Spizella passerina",5600,2032485.03261208,13395245.5750865,785301.619837916,0,0.386375105960152
"Peucaea cassinii",5780,"Spizella breweri",5620,2032485.03261208,3233895.91660086,237729.162508885,0,0.116964778925513
"Peucaea cassinii",5780,"Spizella pusilla",5630,2032485.03261208,4039050.36773231,384425.205077959,0,0.189140485125201
"Peucaea cassinii",5780,"Spizella atrogularis",5650,2032485.03261208,804989.10012114,439308.667226146,0,0.216143617383279
"Peucaea cassinii",5780,"Junco hyemalis",5677,2032485.03261208,10673941.1649189,354087.385426587,0,0.174214018674236
"Peucaea cassinii",5780,"Junco phaeonotus",5700,2032485.03261208,478320.620630106,95050.8548623982,0,0.0467658326321066
"Peucaea cassinii",5780,"Amphispiza bilineata",5730,2032485.03261208,2452623.02669974,1183787.34006225,0,0.582433484659362
"Peucaea cassinii",5780,"Amphispiza belli",5740,2032485.03261208,1095012.82273199,24601.6395267469,0,0.012104216824234
"Peucaea cassinii",5780,"Peucaea botterii",5760,2032485.03261208,982806.430075258,239427.116824043,0,0.117800186954558
"Peucaea cassinii",5780,"Peucaea carpalis",5790,2032485.03261208,175995.670678421,65927.4069761664,0,0.0324368474642289
"Peucaea cassinii",5780,"Aimophila ruficeps",5800,2032485.03261208,1184960.36958178,579691.043123632,0,0.28521294564154
"Peucaea cassinii",5780,"Melospiza melodia",5810,2032485.03261208,10467092.5338424,302767.102035282,0,0.148964000805544
"Peucaea cassinii",5780,"Melospiza lincolnii",5830,2032485.03261208,7630598.85274487,122141.818947824,0,0.0600948184060433
"Peucaea cassinii",5780,"Passerella iliaca",5850,2032485.03261208,7594105.57569288,1884.65340805624,0,0.000927265577761302
"Peucaea cassinii",5780,"Arremonops rufivirgatus",5860,2032485.03261208,484586.390039664,94754.4272587671,0,0.0466199877186756
"Peucaea cassinii",5780,"Pipilo chlorurus",5900,2032485.03261208,1742818.0859202,296077.348554325,0,0.145672584940917
"Peucaea cassinii",5780,"Calamospiza melanocorys",6050,2032485.03261208,1660954.01252565,528992.816529235,0,0.26026898503129
"Melozone aberti",5920,"Pooecetes gramineus",5400,170238.58847112,6629775.05818193,11932.3094773687,0,0.0700916847615483
"Melozone aberti",5920,"Chondestes grammacus",5520,170238.58847112,5633306.05649123,62700.6772179218,0,0.368310603259957
"Melozone aberti",5920,"Pipilo maculatus",5880,170238.58847112,3662633.88628235,71078.3246138301,0,0.417521816012285
"Melozone aberti",5920,"Pipilo chlorurus",5900,170238.58847112,1742818.0859202,37771.9077939153,0,0.22187629804228
"Melozone aberti",5920,"Melozone fuscus",5910,170238.58847112,1638373.97241055,98408.2338467382,1,0.578060677843511
"Anthus spragueii",7000,"Pooecetes gramineus",5400,1236827.45084502,6629775.05818193,1089356.38833691,1,0.880766664414381
"Ammodramus leconteii",5480,"Passerculus sandwichensis",5420,2899312.43378845,14173809.8099877,2899312.43212252,1,0.999999999425405
"Ammodramus leconteii",5480,"Spizella passerina",5600,2899312.43378845,13395245.5750865,2804996.91244123,0,0.967469693763228
"Junco hyemalis",5677,"Passerculus sandwichensis",5420,10673941.1649189,14173809.8099877,10029605.8183658,1,0.939634729422083
"Junco hyemalis",5677,"Melospiza melodia",5810,10673941.1649189,10467092.5338424,7417007.19549155,0,0.69487053384446
"Chondestes grammacus",5520,"Ammodramus bairdii",5450,5633306.05649123,830086.931430825,552734.614947159,1,0.0981190457973157
"Ammodramus savannarum",5460,"Ammodramus bairdii",5450,5217422.36345113,830086.931430825,672257.043092644,0,0.128848499558309
"Ammodramus savannarum",5460,"Spizella passerina",5600,5217422.36345113,13395245.5750865,4471992.82333455,1,0.857126855334076
"Ammodramus bairdii",5450,"Ammodramus savannarum",5460,830086.931430825,5217422.36345113,672257.043092643,1,0.809863422297072
"Ammodramus bairdii",5450,"Chondestes grammacus",5520,830086.931430825,5633306.05649123,552734.61494716,0,0.665875577627043
"Ammodramus nelsoni",5491,"Ammodramus leconteii",5480,1354770.93408504,2899312.43378845,1108504.46793069,0,0.818222800653257
"Ammodramus nelsoni",5491,"Spizella passerina",5600,1354770.93408504,13395245.5750865,1251954.41563685,1,0.924107820841589
"Passerella iliaca",5850,"Zonotrichia leucophrys",5540,7594105.57569288,7442753.5511471,5622411.01173486,1,0.740365136577901
"Passerella iliaca",5850,"Melospiza lincolnii",5830,7594105.57569288,7630598.85274487,5200838.96837769,0,0.684852075934324
"Melospiza lincolnii",5830,"Zonotrichia leucophrys",5540,7630598.85274487,7442753.5511471,4470366.02874862,0,0.585847338461587
"Melospiza lincolnii",5830,"Melospiza georgiana",5840,7630598.85274487,6095604.66530068,4195332.92623938,0,0.549803889209854
"Melospiza lincolnii",5830,"Passerella iliaca",5850,7630598.85274487,7594105.57569288,5200838.96837766,1,0.681576776442234
"Zonotrichia leucophrys",5540,"Zonotrichia atricapilla",5570,7442753.5511471,1987991.98421269,1785618.42021241,0,0.239913683550251
"Zonotrichia leucophrys",5540,"Melospiza lincolnii",5830,7442753.5511471,7630598.85274487,4470366.02874863,0,0.600633354044034
"Zonotrichia leucophrys",5540,"Passerella iliaca",5850,7442753.5511471,7594105.57569288,5622411.01173486,1,0.755420822830862
"Melospiza georgiana",5840,"Zonotrichia albicollis",5580,6095604.66530068,5764727.72858605,4846568.23944896,1,0.795092284615851
"Melospiza georgiana",5840,"Melospiza lincolnii",5830,6095604.66530068,7630598.85274487,4195332.92623938,0,0.688255416254498
"Amphispiza bilineata",5730,"Spizella atrogularis",5650,2452623.02669974,804989.10012114,589423.514153132,1,0.240323730037821
"Amphispiza bilineata",5730,"Aimophila ruficeps",5800,2452623.02669974,1184960.36958178,556423.305688676,0,0.226868662501877
"Aimophila ruficeps",5800,"Spizella atrogularis",5650,1184960.36958178,804989.10012114,421769.9740785,1,0.355935932462754
"Spizella atrogularis",5650,"Amphispiza bilineata",5730,804989.10012114,2452623.02669974,589423.514153132,1,0.732213037498808
"Spizella atrogularis",5650,"Aimophila ruficeps",5800,804989.10012114,1184960.36958178,421769.9740785,0,0.523944950329178
"Amphispiza belli",5740,"Melospiza melodia",5810,1095012.82273199,10467092.5338424,1031967.27966566,1,0.94242483580326
"Pooecetes gramineus",5400,"Melospiza melodia",5810,6629775.05818193,10467092.5338424,6214808.72526199,1,0.937408685923993
"Pooecetes gramineus",5400,"Anthus spragueii",7000,6629775.05818193,1236827.45084502,1089356.38833691,0,0.164312722343802
"Pipilo chlorurus",5900,"Pipilo maculatus",5880,1742818.0859202,3662633.88628235,1558429.8253636,1,0.894201086133873
"Melozone crissalis",5911,"Pipilo maculatus",5880,362321.950148014,3662633.88628235,181657.608067404,1,0.501370695297909
"Pipilo maculatus",5880,"Pipilo chlorurus",5900,3662633.88628235,1742818.0859202,1558429.8253636,1,0.425494295567019
"Passerina caerulea",5970,"Cardinalis cardinalis",5930,5299068.78344072,5851611.19601087,3697103.02008969,1,0.697689192418661
"Passerina caerulea",5970,"Cardinalis sinuatus",5940,5299068.78344072,1519359.54943169,1319940.47033955,0,0.249089137031828
"Passerina caerulea",5970,"Pheucticus ludovicianus",5950,5299068.78344072,4030482.15045463,584948.416611746,0,0.11038702091199
"Passerina caerulea",5970,"Pheucticus melanocephalus",5960,5299068.78344072,4564228.22041887,2171670.59169915,0,0.409821174332648
"Passerina caerulea",5970,"Passerina cyanea",5980,5299068.78344072,5874094.70914915,3349625.04704912,0,0.632115789384826
"Passerina caerulea",5970,"Passerina amoena",5990,5299068.78344072,2890772.00418718,646554.575619952,0,0.122012867174021
"Passerina caerulea",5970,"Passerina ciris",6010,5299068.78344072,1410969.55593354,1319614.2414285,0,0.249027573590329
"Passerina caerulea",5970,"Spiza americana",6040,5299068.78344072,3461994.41005588,2114731.17247523,0,0.399075999746152
"Pheucticus melanocephalus",5960,"Cardinalis cardinalis",5930,4564228.22041887,5851611.19601087,1177102.95226832,0,0.257897479140579
"Pheucticus melanocephalus",5960,"Cardinalis sinuatus",5940,4564228.22041887,1519359.54943169,777162.667538004,0,0.170272525826213
"Pheucticus melanocephalus",5960,"Pheucticus ludovicianus",5950,4564228.22041887,4030482.15045463,208614.482815426,0,0.045706409219888
"Pheucticus melanocephalus",5960,"Passerina caerulea",5970,4564228.22041887,5299068.78344072,2171670.59169915,1,0.475802367196233
"Pheucticus melanocephalus",5960,"Spiza americana",6040,4564228.22041887,3461994.41005588,769399.261674525,0,0.168571601707488
"Cardinalis sinuatus",5940,"Cardinalis cardinalis",5930,1519359.54943169,5851611.19601087,1325011.63791614,1,0.872085635300581
"Cardinalis sinuatus",5940,"Passerina caerulea",5970,1519359.54943169,5299068.78344072,1319940.47033955,0,0.868747934505212
"Pheucticus ludovicianus",5950,"Cardinalis cardinalis",5930,4030482.15045463,5851611.19601087,1859291.79847541,1,0.461307538172743
"Pheucticus ludovicianus",5950,"Pheucticus melanocephalus",5960,4030482.15045463,4564228.22041887,208614.482815425,0,0.051759187865872
"Pheucticus ludovicianus",5950,"Passerina caerulea",5970,4030482.15045463,5299068.78344072,584948.416611746,0,0.145131126941169
"Pheucticus ludovicianus",5950,"Spiza americana",6040,4030482.15045463,3461994.41005588,1502833.52496455,0,0.372866934740062
"Spiza americana",6040,"Cardinalis cardinalis",5930,3461994.41005588,5851611.19601087,2738466.49718232,0,0.791008353227849
"Spiza americana",6040,"Cardinalis sinuatus",5940,3461994.41005588,1519359.54943169,93790.372170047,0,0.0270914279634938
"Spiza americana",6040,"Pheucticus ludovicianus",5950,3461994.41005588,4030482.15045463,1502833.52496455,0,0.434094728922538
"Spiza americana",6040,"Pheucticus melanocephalus",5960,3461994.41005588,4564228.22041887,769399.261674524,0,0.222241624492428
"Spiza americana",6040,"Passerina caerulea",5970,3461994.41005588,5299068.78344072,2114731.17247523,0,0.610841879563028
"Spiza americana",6040,"Passerina cyanea",5980,3461994.41005588,5874094.70914915,3116542.78941549,1,0.900216008542078
"Spiza americana",6040,"Passerina amoena",5990,3461994.41005588,2890772.00418718,535772.218573944,0,0.154758256402065
"Spiza americana",6040,"Passerina ciris",6010,3461994.41005588,1410969.55593354,887829.219134208,0,0.256450217410917
"Cardinalis cardinalis",5930,"Pheucticus ludovicianus",5950,5851611.19601087,4030482.15045463,1859291.7984754,0,0.317740146464773
"Cardinalis cardinalis",5930,"Pheucticus melanocephalus",5960,5851611.19601087,4564228.22041887,1177102.95226832,0,0.20115877710241
"Cardinalis cardinalis",5930,"Passerina caerulea",5970,5851611.19601087,5299068.78344072,3697103.02008968,1,0.631809410476562
"Cardinalis cardinalis",5930,"Spiza americana",6040,5851611.19601087,3461994.41005588,2738466.49718232,0,0.467985039581778
"Passerina cyanea",5980,"Passerina caerulea",5970,5874094.70914915,5299068.78344072,3349625.04704911,1,0.570236813143637
"Passerina cyanea",5980,"Passerina amoena",5990,5874094.70914915,2890772.00418718,665620.105730175,0,0.113314500137944
"Passerina cyanea",5980,"Passerina versicolor",6000,5874094.70914915,1373301.31469842,45214.1805421631,0,0.0076972168105734
"Passerina cyanea",5980,"Passerina ciris",6010,5874094.70914915,1410969.55593354,1081840.36154446,0,0.184171419616277
"Passerina cyanea",5980,"Spiza americana",6040,5874094.70914915,3461994.41005588,3116542.78941549,0,0.530557123051037
"Passerina ciris",6010,"Passerina caerulea",5970,1410969.55593354,5299068.78344072,1319614.2414285,1,0.935253518319468
"Passerina ciris",6010,"Passerina cyanea",5980,1410969.55593354,5874094.70914915,1081840.36154446,0,0.766735438759118
"Passerina ciris",6010,"Passerina versicolor",6000,1410969.55593354,1373301.31469842,314398.988434779,0,0.222824785348939
"Passerina ciris",6010,"Spiza americana",6040,1410969.55593354,3461994.41005588,887829.219134208,0,0.629233434130897
"Piranga rubra",6100,"Piranga ludoviciana",6070,3269552.41740284,4022487.86198668,156409.36805004,0,0.0478381588921836
"Piranga rubra",6100,"Piranga flava",6090,3269552.41740284,7723380.80576934,387347.128142376,1,0.118470995014683
"Piranga ludoviciana",6070,"Piranga flava",6090,4022487.86198668,7723380.80576934,279059.526282798,1,0.0693748585098209
"Piranga olivacea",6080,"Piranga rubra",6100,2607433.07710493,3269552.41740284,1111204.62980099,1,0.426168034592388
"Stelgidopteryx serripennis",6170,"Petrochelidon pyrrhonota",6120,10005664.6583418,12213969.6120951,7841163.81205488,0,0.783672457533108
"Stelgidopteryx serripennis",6170,"Petrochelidon fulva",6121,10005664.6583418,988213.052936162,407442.290504931,0,0.0407211619035466
"Stelgidopteryx serripennis",6170,"Hirundo rustica",6130,10005664.6583418,52168253.9103607,8734645.38000541,1,0.872970030304111
"Stelgidopteryx serripennis",6170,"Tachycineta bicolor",6140,10005664.6583418,12033933.1520744,5586110.9506278,0,0.558294840110458
"Stelgidopteryx serripennis",6170,"Tachycineta thalassina",6150,10005664.6583418,6110195.55754842,3831412.81108298,0,0.382924367537013
"Stelgidopteryx serripennis",6170,"Riparia riparia",6160,10005664.6583418,36808138.5529615,4999340.37025412,0,0.499651001803876
