Focal.AOU,Focal.Common.Name,Focal.Scientitic.Name,Focal.Family,Competitor.AOU,Competitor.Common.Name,Competitor.Scientific.Name,Most.Widespread.Competitor,maxCompetitor
5630,Field Sparrow,Spizella pusilla,Emberizidae,5460,Grasshopper Sparrow,Ammodramus savannarum,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5730,Black-throated Sparrow,Amphispiza bilineata,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5860,Olive Sparrow,Arremonops rufivirgatus,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5380,Chestnut-collared Longspur,Calcarius ornatus,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5677,Dark-eyed Junco,Junco hyemalis,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5840,Swamp Sparrow,Melospiza georgiana,0,1
5630,Field Sparrow,Spizella pusilla,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5810,Song Sparrow,Melospiza melodia,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5420,Savannah Sparrow,Passerculus sandwichensis,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5750,Bachman's Sparrow,Peucaea aestivalis,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5780,Cassin's Sparrow,Peucaea cassinii,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5390,McCown's Longspur,Rhynchophanes mccownii,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5590,American Tree Sparrow,Spizella arborea,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5620,Brewer's Sparrow,Spizella breweri,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5610,Clay-colored Sparrow,Spizella pallida,0,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5600,Chipping Sparrow,Spizella passerina,1,0
5630,Field Sparrow,Spizella pusilla,Emberizidae,5580,White-throated Sparrow,Zonotrichia albicollis,0,0
5850,Fox Sparrow,Passerella iliaca,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,1
5850,Fox Sparrow,Passerella iliaca,Emberizidae,5540,White-crowned Sparrow,Zonotrichia leucophrys,1,0
5460,Grasshopper Sparrow,Ammodramus savannarum,Emberizidae,5450,Baird's Sparrow,Ammodramus bairdii,0,0
5460,Grasshopper Sparrow,Ammodramus savannarum,Emberizidae,5600,Chipping Sparrow,Spizella passerina,1,1
5900,Green-tailed Towhee,Pipilo chlorurus,Emberizidae,5880,Spotted Towhee,Pipilo maculatus,1,1
6050,Lark Bunting,Calamospiza melanocorys,Emberizidae,5380,Chestnut-collared Longspur,Calcarius ornatus,0,0
6050,Lark Bunting,Calamospiza melanocorys,Emberizidae,5520,Lark Sparrow,Chondestes grammacus,1,1
5520,Lark Sparrow,Chondestes grammacus,Emberizidae,5450,Baird's Sparrow,Ammodramus bairdii,1,0
5520,Lark Sparrow,Chondestes grammacus,Emberizidae,5600,Chipping Sparrow,Spizella passerina,0,1
5480,Le Conte's Sparrow,Ammodramus leconteii,Emberizidae,5420,Savannah Sparrow,Passerculus sandwichensis,1,1
5480,Le Conte's Sparrow,Ammodramus leconteii,Emberizidae,5600,Chipping Sparrow,Spizella passerina,0,0
5830,Lincoln's Sparrow,Melospiza lincolnii,Emberizidae,5840,Swamp Sparrow,Melospiza georgiana,0,0
5830,Lincoln's Sparrow,Melospiza lincolnii,Emberizidae,5850,Fox Sparrow,Passerella iliaca,1,0
5830,Lincoln's Sparrow,Melospiza lincolnii,Emberizidae,5540,White-crowned Sparrow,Zonotrichia leucophrys,0,0
5491,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,Emberizidae,5480,Le Conte's Sparrow,Ammodramus leconteii,0,0
5491,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,Emberizidae,5600,Chipping Sparrow,Spizella passerina,1,0
5800,Rufous-crowned Sparrow,Aimophila ruficeps,Emberizidae,5650,Black-chinned Sparrow,Spizella atrogularis,1,0
5740,Sage Sparrow,Amphispiza belli,Emberizidae,5810,Song Sparrow,Melospiza melodia,1,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5800,Rufous-crowned Sparrow,Aimophila ruficeps,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5450,Baird's Sparrow,Ammodramus bairdii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5490,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5470,Henslow's Sparrow,Ammodramus henslowii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5480,Le Conte's Sparrow,Ammodramus leconteii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5500,Seaside Sparrow,Ammodramus maritimus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5491,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5460,Grasshopper Sparrow,Ammodramus savannarum,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5740,Sage Sparrow,Amphispiza belli,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5730,Black-throated Sparrow,Amphispiza bilineata,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5860,Olive Sparrow,Arremonops rufivirgatus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,6050,Lark Bunting,Calamospiza melanocorys,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5360,Lapland Longspur,Calcarius lapponicus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5380,Chestnut-collared Longspur,Calcarius ornatus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5370,Smith's Longspur,Calcarius pictus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5520,Lark Sparrow,Chondestes grammacus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5677,Dark-eyed Junco,Junco hyemalis,1,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5840,Swamp Sparrow,Melospiza georgiana,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5810,Song Sparrow,Melospiza melodia,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5850,Fox Sparrow,Passerella iliaca,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5750,Bachman's Sparrow,Peucaea aestivalis,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5760,Botteri's Sparrow,Peucaea botterii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5790,Rufous-winged Sparrow,Peucaea carpalis,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5780,Cassin's Sparrow,Peucaea cassinii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5900,Green-tailed Towhee,Pipilo chlorurus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5870,Eastern Towhee,Pipilo erythrophthalmus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5880,Spotted Towhee,Pipilo maculatus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5340,Snow Bunting,Plectrophenax nivalis,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5400,Vesper Sparrow,Pooecetes gramineus,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5390,McCown's Longspur,Rhynchophanes mccownii,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5590,American Tree Sparrow,Spizella arborea,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5650,Black-chinned Sparrow,Spizella atrogularis,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5620,Brewer's Sparrow,Spizella breweri,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5610,Clay-colored Sparrow,Spizella pallida,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5600,Chipping Sparrow,Spizella passerina,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5630,Field Sparrow,Spizella pusilla,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5580,White-throated Sparrow,Zonotrichia albicollis,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5570,Golden-crowned Sparrow,Zonotrichia atricapilla,0,0
5420,Savannah Sparrow,Passerculus sandwichensis,Emberizidae,5540,White-crowned Sparrow,Zonotrichia leucophrys,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5800,Rufous-crowned Sparrow,Aimophila ruficeps,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5450,Baird's Sparrow,Ammodramus bairdii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5490,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5470,Henslow's Sparrow,Ammodramus henslowii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5480,Le Conte's Sparrow,Ammodramus leconteii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5500,Seaside Sparrow,Ammodramus maritimus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5491,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5460,Grasshopper Sparrow,Ammodramus savannarum,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5740,Sage Sparrow,Amphispiza belli,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5730,Black-throated Sparrow,Amphispiza bilineata,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5860,Olive Sparrow,Arremonops rufivirgatus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,6050,Lark Bunting,Calamospiza melanocorys,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5360,Lapland Longspur,Calcarius lapponicus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5380,Chestnut-collared Longspur,Calcarius ornatus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5370,Smith's Longspur,Calcarius pictus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5520,Lark Sparrow,Chondestes grammacus,0,1
5810,Song Sparrow,Melospiza melodia,Emberizidae,5677,Dark-eyed Junco,Junco hyemalis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5700,Yellow-eyed Junco,Junco phaeonotus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5840,Swamp Sparrow,Melospiza georgiana,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5420,Savannah Sparrow,Passerculus sandwichensis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5850,Fox Sparrow,Passerella iliaca,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5750,Bachman's Sparrow,Peucaea aestivalis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5760,Botteri's Sparrow,Peucaea botterii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5790,Rufous-winged Sparrow,Peucaea carpalis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5780,Cassin's Sparrow,Peucaea cassinii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5900,Green-tailed Towhee,Pipilo chlorurus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5870,Eastern Towhee,Pipilo erythrophthalmus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5880,Spotted Towhee,Pipilo maculatus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5400,Vesper Sparrow,Pooecetes gramineus,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5390,McCown's Longspur,Rhynchophanes mccownii,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5590,American Tree Sparrow,Spizella arborea,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5650,Black-chinned Sparrow,Spizella atrogularis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5620,Brewer's Sparrow,Spizella breweri,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5610,Clay-colored Sparrow,Spizella pallida,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5600,Chipping Sparrow,Spizella passerina,1,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5630,Field Sparrow,Spizella pusilla,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5580,White-throated Sparrow,Zonotrichia albicollis,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5570,Golden-crowned Sparrow,Zonotrichia atricapilla,0,0
5810,Song Sparrow,Melospiza melodia,Emberizidae,5540,White-crowned Sparrow,Zonotrichia leucophrys,0,0
5880,Spotted Towhee,Pipilo maculatus,Emberizidae,5900,Green-tailed Towhee,Pipilo chlorurus,1,1
5840,Swamp Sparrow,Melospiza georgiana,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,0
5840,Swamp Sparrow,Melospiza georgiana,Emberizidae,5580,White-throated Sparrow,Zonotrichia albicollis,1,0
5400,Vesper Sparrow,Pooecetes gramineus,Emberizidae,7000,Sprague's Pipit,Anthus spragueii,0,0
5400,Vesper Sparrow,Pooecetes gramineus,Emberizidae,5810,Song Sparrow,Melospiza melodia,1,1
5540,White-crowned Sparrow,Zonotrichia leucophrys,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,1
5540,White-crowned Sparrow,Zonotrichia leucophrys,Emberizidae,5850,Fox Sparrow,Passerella iliaca,1,0
5540,White-crowned Sparrow,Zonotrichia leucophrys,Emberizidae,5570,Golden-crowned Sparrow,Zonotrichia atricapilla,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5600,Chipping Sparrow,Spizella passerina,0,1
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5800,Rufous-crowned Sparrow,Aimophila ruficeps,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5450,Baird's Sparrow,Ammodramus bairdii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5490,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5470,Henslow's Sparrow,Ammodramus henslowii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5480,Le Conte's Sparrow,Ammodramus leconteii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5500,Seaside Sparrow,Ammodramus maritimus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5491,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5460,Grasshopper Sparrow,Ammodramus savannarum,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5740,Sage Sparrow,Amphispiza belli,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5730,Black-throated Sparrow,Amphispiza bilineata,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5860,Olive Sparrow,Arremonops rufivirgatus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,6050,Lark Bunting,Calamospiza melanocorys,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5360,Lapland Longspur,Calcarius lapponicus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5380,Chestnut-collared Longspur,Calcarius ornatus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5370,Smith's Longspur,Calcarius pictus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5520,Lark Sparrow,Chondestes grammacus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5677,Dark-eyed Junco,Junco hyemalis,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5700,Yellow-eyed Junco,Junco phaeonotus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5840,Swamp Sparrow,Melospiza georgiana,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5830,Lincoln's Sparrow,Melospiza lincolnii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5810,Song Sparrow,Melospiza melodia,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5920,Abert's Towhee,Melozone aberti,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5910,Canyon Towhee,Melozone fuscus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5420,Savannah Sparrow,Passerculus sandwichensis,1,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5850,Fox Sparrow,Passerella iliaca,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5750,Bachman's Sparrow,Peucaea aestivalis,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5780,Cassin's Sparrow,Peucaea cassinii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5900,Green-tailed Towhee,Pipilo chlorurus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5870,Eastern Towhee,Pipilo erythrophthalmus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5880,Spotted Towhee,Pipilo maculatus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5340,Snow Bunting,Plectrophenax nivalis,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5400,Vesper Sparrow,Pooecetes gramineus,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5390,McCown's Longspur,Rhynchophanes mccownii,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5590,American Tree Sparrow,Spizella arborea,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5630,Field Sparrow,Spizella pusilla,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5570,Golden-crowned Sparrow,Zonotrichia atricapilla,0,0
5580,White-throated Sparrow,Zonotrichia albicollis,Emberizidae,5540,White-crowned Sparrow,Zonotrichia leucophrys,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5280,Common Redpoll,Carduelis flammea,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5310,Lawrence's Goldfinch,Carduelis lawrencei,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5330,Pine Siskin,Carduelis pinus,0,1
5290,American Goldfinch,Carduelis tristis,Fringillidae,5300,Lesser Goldfinch,Carduelis psaltria,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5190,House Finch,Carpodacus mexicanus,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5170,Purple Finch,Carpodacus purpureus,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5250,Black Rosy-Finch,Leucosticte atrata,0,0
5290,American Goldfinch,Carduelis tristis,Fringillidae,5240,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,0,0
5180,Cassin's Finch,Carpodacus cassinii,Fringillidae,5190,House Finch,Carpodacus mexicanus,1,1
5280,Common Redpoll,Carduelis flammea,Fringillidae,5330,Pine Siskin,Carduelis pinus,0,0
5280,Common Redpoll,Carduelis flammea,Fringillidae,5290,American Goldfinch,Carduelis tristis,0,0
5280,Common Redpoll,Carduelis flammea,Fringillidae,5190,House Finch,Carpodacus mexicanus,0,0
5280,Common Redpoll,Carduelis flammea,Fringillidae,5170,Purple Finch,Carpodacus purpureus,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5280,Common Redpoll,Carduelis flammea,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5310,Lawrence's Goldfinch,Carduelis lawrencei,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5330,Pine Siskin,Carduelis pinus,0,1
5190,House Finch,Carpodacus mexicanus,Fringillidae,5290,American Goldfinch,Carduelis tristis,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5180,Cassin's Finch,Carpodacus cassinii,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5170,Purple Finch,Carpodacus purpureus,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5250,Black Rosy-Finch,Leucosticte atrata,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5240,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5210,Red Crossbill,Loxia curvirostra,0,0
5190,House Finch,Carpodacus mexicanus,Fringillidae,5220,White-winged Crossbill,Loxia leucoptera,0,0
5300,Lesser Goldfinch,Carduelis psaltria,Fringillidae,5330,Pine Siskin,Carduelis pinus,1,0
5300,Lesser Goldfinch,Carduelis psaltria,Fringillidae,5190,House Finch,Carpodacus mexicanus,0,1
5330,Pine Siskin,Carduelis pinus,Fringillidae,5300,Lesser Goldfinch,Carduelis psaltria,1,1
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5280,Common Redpoll,Carduelis flammea,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5330,Pine Siskin,Carduelis pinus,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5290,American Goldfinch,Carduelis tristis,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5180,Cassin's Finch,Carpodacus cassinii,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5190,House Finch,Carpodacus mexicanus,0,1
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5240,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5210,Red Crossbill,Loxia curvirostra,0,0
5170,Purple Finch,Carpodacus purpureus,Fringillidae,5220,White-winged Crossbill,Loxia leucoptera,0,0
5210,Red Crossbill,Loxia curvirostra,Fringillidae,5170,Purple Finch,Carpodacus purpureus,0,1
5210,Red Crossbill,Loxia curvirostra,Fringillidae,5220,White-winged Crossbill,Loxia leucoptera,1,0
5220,White-winged Crossbill,Loxia leucoptera,Fringillidae,5170,Purple Finch,Carpodacus purpureus,0,1
5220,White-winged Crossbill,Loxia leucoptera,Fringillidae,5210,Red Crossbill,Loxia curvirostra,1,0
6160,Bank Swallow,Riparia riparia,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6160,Bank Swallow,Riparia riparia,Hirundinidae,6140,Tree Swallow,Tachycineta bicolor,1,1
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6121,Cave Swallow,Petrochelidon fulva,0,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6160,Bank Swallow,Riparia riparia,1,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,0,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6140,Tree Swallow,Tachycineta bicolor,0,0
6130,Barn Swallow,Hirundo rustica,Hirundinidae,6150,Violet-green Swallow,Tachycineta thalassina,0,1
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6130,Barn Swallow,Hirundo rustica,1,1
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6121,Cave Swallow,Petrochelidon fulva,0,0
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6160,Bank Swallow,Riparia riparia,0,0
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,0,0
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6140,Tree Swallow,Tachycineta bicolor,0,0
6120,Cliff Swallow,Petrochelidon pyrrhonota,Hirundinidae,6150,Violet-green Swallow,Tachycineta thalassina,0,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6130,Barn Swallow,Hirundo rustica,1,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6121,Cave Swallow,Petrochelidon fulva,0,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6160,Bank Swallow,Riparia riparia,0,0
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6140,Tree Swallow,Tachycineta bicolor,0,1
6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Hirundinidae,6150,Violet-green Swallow,Tachycineta thalassina,0,0
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6130,Barn Swallow,Hirundo rustica,0,0
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6120,Cliff Swallow,Petrochelidon pyrrhonota,0,0
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6160,Bank Swallow,Riparia riparia,1,0
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,0,1
6140,Tree Swallow,Tachycineta bicolor,Hirundinidae,6150,Violet-green Swallow,Tachycineta thalassina,0,0
6150,Violet-green Swallow,Tachycineta thalassina,Hirundinidae,6130,Barn Swallow,Hirundo rustica,1,1
6150,Violet-green Swallow,Tachycineta thalassina,Hirundinidae,6170,Northern Rough-winged Swallow,Stelgidopteryx serripennis,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,4940,Bobolink,Dolichonyx oryzivorus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5050,Hooded Oriole,Icterus cucullatus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5032,Spot-breasted Oriole,Icterus pectoralis,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,5060,Orchard Oriole,Icterus spurius,0,0
